Dept ID,Department,Network,Total Staff,Teaching Staff,Total Staff Budget,Teaching Staff Budget,Students,Teacher Spending Per Student
24431,Cyrus H Mccormick School,Network 7,66,43,4626656,3521048,438,8038.9
22171,Newton Bateman School,Network 1,94,61,6309987,4751719,873,5443.04
25581,Mancel Talcott School,Network 6,69,42,3875727,2737813,522,5244.82
53061,Neal F Simeon Voc High School,Network 17,133,77,9365824,6471348,1143,5661.79
25631,Enrico Tonti School,Network 8,97,63,6540899,4993828,766,6519.36
70020,Walter Payton College Prep HS,Network 15,112,83,8585470,6987627,1257,5558.98
23321,Frank L Gillespie School,Network 12,62,37,3763533,2715320,310,8759.11
29071,Gerald Delgado Kanoon Mag Sch,Network 7,55,36,3967545,3009322,344,8748.04
25471,Adlai E Stevenson School,Network 10,132,78,9369075,6626119,1131,5858.6
25951,Richard J Daley Academy,Network 8,57,35,3796782,2850621,475,6001.31
24821,John M Palmer School,ISP,74,47,5416643,4207092,738,5700.66
41111,Marine Leadership Acad at Ames,Network 14,89,56,6689026,4651393,571,8146.09
31211,Pulaski International School of Chicago,Network 6,89,54,5708750,3921921,912,4300.38
24711,Norwood Park School,Network 1,44,29,2958837,2225416,287,7754.02
24201,Carl Von Linne School,Network 4,67,50,4661441,3850228,695,5539.91
23041,John F Eberhart School,Network 10,115,76,8350769,6529801,949,6880.72
22201,Jean Baptiste Beaubien School,Network 1,89,51,6539837,4350124,985,4416.39
24941,Mary G Peterson School,Network 1,92,62,6021209,4718939,864,5461.74
46331,George Washington High School,Network 17,152,94,10122981,7241174,1517,4773.31
23751,South Loop School,ISP,87,51,5571549,3777239,797,4739.33
30011,Nancy B Jefferson Alt School,,61,50,5607770,4952076,0,0.0
22311,Brentano Math & Science Academy,Network 4,64,44,4269667,3307488,785,4213.35
23811,Rufus M Hitch School,Network 1,54,37,3703685,2939419,490,5998.82
46141,Gage Park High School,Network 16,59,32,3648425,2277871,358,6362.76
46421,Benito Juarez High School,Network 15,162,116,11848651,9405191,1656,5679.44
23621,Stephen K Hayt School,Network 2,81,55,6193640,4852938,789,6150.73
25661,Mark Twain School,Network 10,92,59,6456035,5125016,821,6242.34
25071,William H Ray School,Network 9,72,42,4579287,3151333,620,5082.82
45211,Chicago Academy School,Network 1,60,36,3846909,2762834,541,5106.89
32011,Albany Park Multi Acad School,Network 1,31,19,2128004,1445808,241,5999.2
26651,Mahalia Jackson School,Network 11,53,27,3102136,1993190,289,6896.85
25031,Ernst Prussing,Network 1,65,46,4867778,3937451,641,6142.63
24281,Mary Lyon School,Network 3,111,78,8301845,6609884,946,6987.18
25021,William H Prescott School,Network 4,52,32,3630013,2665812,477,5588.7
53091,David G Farragut Career Academy High School,Network 16,105,46,6674288,3517049,479,7342.48
23901,Charles Evans Hughes School,Network 7,30,18,1887531,1322960,173,7647.18
23401,William P Gray School,Network 1,97,66,7296328,5805623,970,5985.23
46511,Lindblom Math and Science Academy High School,Network 16,141,93,9535210,7152050,1307,5472.12
29161,Lasalle Language Academy School,Network 4,58,38,3974641,3084299,464,6647.19
23421,Ariel Community Academy,Network 9,56,30,3303582,2232421,315,7087.04
46381,Carver Military High School,Network 17,57,27,3908955,2079015,450,4620.01
24841,Park Manor Elementary School,Network 12,36,18,2429487,1618959,261,6202.91
25881,Wildwood IB World Magnet,Network 1,53,33,3558566,2478916,526,4712.77
46021,Hancock High School,Network 15,84,60,6418368,5116317,1050,4872.69
24611,Wolfgang A Mozart School,Network 4,65,40,4347679,3265034,471,6932.11
23591,Helge A Haugan School,ISP,109,68,6960525,5447050,1030,5288.45
22831,Peter Cooper Dual Language Academy,Network 7,61,38,3970404,2898326,420,6900.77
24591,Mount Greenwood School,ISP,91,66,6653118,5382879,1172,4592.94
25241,Jonathan Y Scammon School,Network 1,67,47,4617055,3675713,597,6156.98
46361,Kenwood Academy,Network 17,171,106,12245387,8382369,2223,3770.75
29041,Turner-Drew Language Academy,Network 11,33,13,2338514,1144724,176,6504.11
22751,DeWitt Clinton School,ISP,105,76,7433993,6102979,1029,5930.98
23461,Robert L Grimes School,Network 10,52,33,3478775,2565051,357,7185.02
25381,John D Shoop School,Network 13,54,30,3534126,2376378,433,5488.2
29141,Galileo Scholastic Academy Of Math & Science,Network 6,61,36,4490693,3012525,552,5457.49
24531,James Monroe School,Network 4,82,55,5790754,4585520,606,7566.84
46241,Stephen T Mather High School,Network 14,152,110,11699288,9385658,1713,5479.15
26331,Richard Henry Lee School,ISP,72,46,5136571,3936578,570,6906.32
24231,Josephine C Locke School,Network 3,127,77,8593867,6192857,1028,6024.2
23991,Joshua D Kershaw School,Network 11,44,23,2675351,1605058,204,7867.96
46301,Roger C Sullivan High School,Network 14,87,49,5899891,3873653,790,4903.4
24681,William P Nixon School,Network 4,76,50,4938732,3924885,665,5902.09
25431,Hannah G Solomon School,Network 1,49,26,3289062,2275439,307,7411.83
29201,Mark Sheridan Mathematics & Science Academy,Network 6,55,31,3588088,2359670,517,4564.14
25231,Sidney Sawyer School,Network 8,118,73,8133823,6120656,865,7075.86
22241,Frank I Bennett School,Network 13,35,20,2435934,1674765,289,5795.03
51071,Wells Community Academy HS,Network 15,55,31,3675421,2323787,419,5546.03
46221,Albert G Lane Tech High School,Network 14,336,255,25069305,21122869,4650,4542.51
22501,Michael M Byrne School,Network 10,69,41,4703918,3248541,551,5895.72
22971,Arthur Dixon School,Network 12,49,31,3464865,2495147,390,6397.82
22541,Arthur E Canty,Network 1,76,49,5656057,4303280,790,5447.18
24661,Louis Nettelhorst School,Network 4,76,50,5014276,3874733,645,6007.33
23541,William F Finkl School,Network 7,51,27,3296645,2069585,211,9808.43
46211,Lake View High School,Network 14,155,102,10712018,8116910,1474,5506.65
25371,Beulah Shoesmith School,Network 9,36,22,2431816,1713491,296,5788.82
25011,Portage Park School,Network 1,89,55,6142874,4470114,899,4972.3
22811,Jordan Community School,Network 2,62,37,4062004,2973756,470,6327.15
26021,Willa Cather School,Network 5,56,28,3183085,2249724,293,7678.21
23361,Virgil Grissom School,Network 13,39,24,2277120,1529549,266,5750.17
22181,Lillian R Nicholson Sch-Mth/Sc,Network 11,59,33,3810640,2586044,439,5890.74
24631,Ronald H Brown Community Academy,Network 13,37,22,2579200,1845229,267,6910.97
46401,Percy L Julian High School,Network 16,70,36,4844767,3167487,424,7470.47
24641,Henry H Nash School,Network 3,39,20,2330319,1536839,288,5336.23
46341,Gurdon S Hubbard High School,Network 16,169,97,11956868,7596149,1581,4804.64
23001,John C Dore School,Network 10,85,48,5653849,3980647,711,5598.66
22161,Perkins Bass School,Network 11,52,30,3084946,2099782,293,7166.48
23531,Charles G Hammond School,Network 7,50,33,3186053,2374784,236,10062.63
26591,Medgar Evers School,Network 11,34,18,2326860,1406307,194,7249.01
31251,Thomas J Higgins Comm Academy,Network 13,36,19,2380802,1516191,269,5636.38
25301,William H Seward Com Arts Acad,Network 8,61,39,4202551,3185062,362,8798.49
23931,Minnie Mars Jamieson School,Network 2,90,60,6292786,4770323,788,6053.69
46061,Northside College Prep,Network 14,95,63,7281644,5659158,1069,5293.87
25731,John A Walsh School,Network 7,53,28,3554325,2444986,299,8177.21
46031,Roald Amundsen High School,Network 14,152,83,10623402,6593042,1447,4556.39
46271,Theodore Roosevelt High School,Network 14,117,76,8489884,6288141,1085,5795.56
22521,Little Village Academy,ISP,82,52,5629766,4113651,547,7520.39
23051,Christian Ebinger School,Network 1,82,50,5256665,4006649,694,5773.25
23081,Richard Edwards School,Network 8,159,85,10467547,7094536,1124,6311.82
70070,Chicago Mil Acad - Bronzeville,Network 17,49,24,3132785,1645685,231,7124.2
51091,Roberto Clemente Community Academy High School,Network 15,106,54,6326223,3719888,766,4856.24
53101,Marie Sklodowska Curie Metro H,Network 15,288,152,20750284,12838030,2985,4300.84
24671,Florence Nightingale School,Network 8,106,69,7501768,5886193,876,6719.42
23031,Charles W Earle School,Network 11,44,23,2713154,1747204,272,6423.54
41061,Frederick A Douglass Mid Acad,Network 15,21,11,1402989,828267,30,27608.89
29261,Edgar Allan Poe Classical Scho,Network 13,23,10,1537280,807931,228,3543.57
22331,Orville T Bright Elementary School,Network 13,53,28,2855262,1930597,189,10214.8
22321,Norman Bridge School,Network 1,96,68,6806901,5382831,1072,5021.29
25121,Paul Revere Accelerated School,Network 12,28,16,1585414,1019165,199,5121.43
22761,Henry Clissold School,Network 10,72,28,4398548,2309616,446,5178.51
23681,James Hedges School Main,Network 8,69,41,4248429,3248113,468,6940.41
23821,Charles N Holden School,ISP,55,36,3571801,2623959,395,6642.94
26631,Oscar Depriest School,Network 3,77,42,5211906,3594825,439,8188.66
47091,Chicago HS for Agricultural Sc,ISP,112,53,7450319,4259358,776,5488.88
24441,Emmit Louis Till Math/Sci Acad,Network 9,45,26,2805142,1908008,345,5530.47
46131,Edwin G Foreman High School,Network 14,94,56,5957306,4098568,613,6686.09
23381,Robert J. Richardson Middle,Network 10,99,66,7431772,5889606,807,7298.2
24961,Josiah L Pickard School,Network 7,54,30,3794705,2499287,321,7785.95
22371,Bouchet Academy,Network 12,78,34,4933003,2667515,612,4358.72
24221,Henry D Lloyd School,Network 3,90,56,6220730,4787805,795,6022.36
53041,Charles Allen Prosser Car Acd,Network 15,136,76,9371553,5787302,1224,4728.2
46171,Hyde Park Career Academy,Network 17,91,48,6268032,3813569,861,4429.24
29181,James E Mcdade Classical Sch,Network 12,25,13,1615789,1040131,210,4953.0
22041,Alcott Col Prep ES,Network 4,70,48,4528496,3486620,548,6362.37
46431,North Grand High School,Network 15,118,72,8248229,5895411,1021,5774.11
26781,Talman School,ISP,52,28,3195272,2174793,320,6796.26
23891,Countee Cullen School,Network 13,22,12,1589603,1049531,156,6727.76
22871,Everett Mckinley Dirksen Schoo,Network 1,89,58,6418729,4951325,1244,3980.08
23161,James B Farnsworth School,Network 1,75,43,5272561,3822959,479,7981.14
26031,R Nathaniel Dett School,Network 6,64,28,3821446,2086643,298,7002.17
29381,Robert A Black Magnet School,Network 12,47,27,3127683,2221648,368,6037.1
22411,Edmund Burke School,Network 9,52,29,3333254,2206076,294,7503.64
31161,Lawndale Comm Academy,Network 5,37,18,2072721,1236296,194,6372.67
24741,Richard J Oglesby School,Network 11,52,32,3290885,2366466,265,8930.05
53011,Chicago Vocational Career Academy,Network 17,121,61,7709826,4616054,636,7257.89
22531,Daniel R Cameron School,Network 5,78,51,5462288,4140791,640,6469.96
23021,Thomas Drummond School,Network 6,38,20,2393805,1581357,324,4880.76
24471,James B Mcpherson School,Network 2,108,53,6823511,4286128,760,5639.61
24891,Helen C Peirce School Of International Studies,ISP,118,74,7856873,5751551,1107,5195.64
25191,William H Ryder Math/Science Specialty School,Network 11,70,31,4454072,2741602,344,7969.78
29091,Matthew Gallistel Language Academy,Network 13,75,44,5149694,3550913,588,6038.97
23971,Kate S Kellogg School,Network 10,40,22,2430894,1635809,298,5489.29
24731,William B Ogden School,Network 15,194,120,13122762,9489426,836,11350.99
24251,James Russell Lowell School,Network 5,64,30,3515593,2251614,287,7845.33
30051,Daniel Carter Beard School,,82,27,4517605,1995256,0,0.0
23611,Emiliano Zapata Academy,Network 7,88,49,5361777,3933289,436,9021.29
23151,Laughlin Falconer School,Network 3,106,68,7414934,5791285,821,7053.92
22391,Lyman Budlong Elem,ISP,81,52,5581553,4172617,748,5578.42
22851,Daniel J Corkery School,Network 7,62,34,3933756,2607914,430,6064.9
26831,Durkin Park School,Network 10,76,50,5390081,4184063,647,6466.87
47051,Gwendolyn Brooks High School,ISP,101,58,6957008,4800879,999,4805.71
24921,Harold Washington School,Network 12,43,24,2942747,2044920,239,8556.15
22141,John Barry Elementary School,Network 4,62,43,4008166,3275874,449,7295.97
22661,Horace Greeley School,Network 4,56,36,3945371,3011082,327,9208.18
22301,Alex Haley School,Network 13,59,32,4015784,2758008,424,6504.73
22091,Audubon Elementary School,Network 4,52,38,3538985,2847807,489,5823.7
25291,Franz Peter Schubert School,Network 3,72,44,4845784,3588600,569,6306.86
11673,Diverse Lrn Service Delivery,,83,0,7015651,0,0,0.0
26721,Sandoval School,Network 8,86,53,6025602,4522510,697,6488.54
24911,William Penn School,Network 7,42,21,2660370,1710957,191,8957.89
26381,Oliver S Westcott School,Network 11,53,28,3313607,2231482,367,6080.34
22801,John W Cook School,Network 11,47,25,3148111,2143502,274,7823.01
22821,John C Coonley School,Network 2,97,63,6388516,4853525,730,6648.72
24991,Laura S Ward School,Network 5,58,31,3832802,2571819,266,9668.48
24361,John L Marsh School,Network 13,85,46,5545618,3418381,544,6283.83
49041,Consuella B. York Alt HS,,55,46,5226590,4433703,0,0.0
22551,Andrew Carnegie School,Network 9,53,33,3909578,2858511,364,7853.06
22771,Edward Coles Model For Exl Sch,Network 12,48,26,3074926,2092726,257,8142.89
46201,John F Kennedy High School,Network 16,159,108,11367863,8976995,1595,5628.21
22471,Jonathan Burr School,Network 6,44,33,3111921,2492624,461,5406.98
24851,Louis Pasteur School,Network 8,72,42,4792253,3450041,577,5979.28
29081,Franklin Fine Arts Center,Network 4,36,23,2671938,1876712,338,5552.4
25451,John Spry Community School,Network 16,57,36,3952802,2937595,295,9957.93
25521,Harriet Beecher Stowe School,Network 5,75,46,4500150,3174176,574,5529.95
29171,Andrew Jackson Language Acad,Network 6,48,24,3356916,1696457,456,3720.29
22211,Jacob Beidler School,Network 5,45,26,2857684,1976625,229,8631.53
22791,Christopher Columbus School,ISP,26,17,1745059,1277044,253,5047.58
25541,William K Sullivan Specialty School,Network 12,71,37,4711898,3179797,403,7890.29
23311,Joseph E Gary School,Network 7,102,64,6709643,5025752,700,7179.66
25591,Douglas Taylor Elementary School,Network 13,48,31,3364314,2555581,311,8217.3
26291,Adam Clayton Powell Jr Padaeia,Network 12,56,34,3752445,2700886,530,5096.03
31261,Jose De Diego Comm Academy,Network 5,83,42,5006888,3076010,561,5483.1
26451,Brighton Park School,Network 8,50,31,3318661,2391097,285,8389.81
23831,Oliver Wendell Holmes School,Network 8,24,15,1680541,1180400,143,8254.55
23371,William C Goudy School,Network 2,72,48,5235592,4116457,497,8282.61
29301,Ole A Thorp Scholastic Academy,ISP,84,41,5733302,3267843,830,3937.16
29021,Burnside Scholastic Academy,Network 12,54,19,3782621,1759070,274,6419.97
23711,Helen M Hefferan School,Network 5,46,25,2683193,1732335,205,8450.42
22601,Rachel Carson School,ISP,101,62,6034769,4397531,715,6150.4
22101,Avalon Park School,Network 12,32,19,1938021,1233759,196,6294.69
29281,Mark Skinner School,Network 6,109,58,6631889,4393887,1143,3844.2
24451,Francis M Mckay School,Network 10,81,44,5541009,3804001,595,6393.31
29271,Harriet E Sayre Language Acad,Network 3,60,37,3683907,2694232,380,7090.07
23211,Eugene Field School,Network 2,22,14,1394165,918495,128,7175.75
25401,Washington D Smyser School,Network 1,81,52,5943318,4523717,744,6080.29
46311,William Howard Taft High Schoo,Network 14,326,177,24461081,15003287,4320,3473.06
47081,Frederick W Von Steuben Metropolitan Science Center,Network 14,151,103,11279903,8724703,1703,5123.11
25831,John Whistler School,Network 13,41,22,2775599,1812107,229,7913.13
24191,Abraham Lincoln School,Network 4,75,53,5386748,4064863,840,4839.11
24871,Ferdinand W Peck School,ISP,100,49,5563172,3489790,731,4774.04
24801,Luke O'Toole School,Network 11,42,25,2693354,1864771,287,6497.46
24971,John T Pirie Fine Arts & Acad,Network 12,34,19,2284319,1517733,197,7704.24
24171,Arthur A Libby School,Network 8,44,25,2913011,1948423,269,7243.17
22571,Charles Carroll School,Network 10,52,30,3593080,2587192,397,6516.85
24381,Roswell B Mason Elementary School,Network 7,43,25,2663410,1808108,215,8409.81
25361,James Shields Elementary School,Network 8,72,40,4686727,3449098,428,8058.61
25791,Daniel Webster School,Network 5,37,19,2313545,1345506,196,6864.82
25411,John M Smyth School,Network 6,65,35,4079326,2738932,327,8375.94
24071,John H Kinzie School,ISP,92,50,6183997,3937556,628,6270.0
24931,Irma C Ruiz School,Network 7,64,40,4570085,3462031,424,8165.16
29321,Beasley Academic Center Magnet,Network 9,120,59,8197179,5030187,1136,4427.97
23871,Thomas Hoyne School,Network 12,24,16,1865668,1440833,219,6579.13
24301,James Madison School,Network 12,28,17,2114439,1511279,200,7556.42
25141,Philip Rogers School,Network 2,81,53,5603195,4230855,791,5348.76
24691,Alfred Nobel School,ISP,71,45,4477882,3237943,551,5876.49
26251,Irvin C Mollison School,Network 9,37,22,2490538,1837635,216,8507.57
23291,Frederick Funston School,Network 4,70,38,3927900,2494955,424,5884.28
49081,Jacqueline B Vaughn Occ HS,Network 14,92,29,5335587,2343326,224,10461.26
25781,Thomas J Waters School,Network 2,60,41,3992479,3076652,682,4511.2
51021,Harlan Community Academy HS,Network 17,48,23,3151639,1831083,205,8932.11
29401,Walt Disney Magnet School,Network 2,132,70,9242526,5526060,1447,3819.04
31041,Crown Comm Acad Fine Arts Ct,Network 5,31,16,1679267,975834,106,9205.98
23101,Edward (Duke) K Ellington Scho,Network 3,63,37,4337988,3160063,482,6556.1
29361,Ted Lenart Regional Gifted Cen,Network 11,29,18,1970645,1374533,301,4566.56
22421,Augustus Burley Elem,Network 4,46,33,3532455,2801513,501,5591.85
22991,Jms R Doolittle Jr In/Up Cy Et,Network 9,35,19,2141750,1321495,243,5438.27
23301,John W Garvy School,Network 1,64,46,4993534,4057075,706,5746.54
31201,Parkside Community Academy,Network 12,39,23,2119358,1344821,242,5557.13
22741,Grover Cleveland School,Network 1,72,46,4978401,3712644,489,7592.34
24951,Marcus Moziah Garvey School,Network 13,30,16,2031958,1327616,243,5463.45
26841,North River School,Network 1,39,26,2698236,1995676,302,6608.18
41091,Logandale Middle School,Network 4,71,43,5012327,3813594,437,8726.73
22861,Manuel Perez Jr School,Network 7,41,27,2663428,1937940,293,6614.1
22891,Nathan S Davis School & Annex,Network 8,88,46,5210786,3521296,524,6720.07
22281,Scott Joplin School,Network 11,41,29,3167396,2521586,263,9587.8
25681,Alessandro Volta School,Network 1,78,53,5234560,4168785,722,5773.92
53021,Dunbar Vocational Career Academy,Network 17,58,30,4058377,2574600,366,7034.43
25921,Ella Flagg Young School,Network 3,67,43,4910613,3787570,402,9421.83
49021,Northside Learning Center,Network 14,111,33,6112954,2508699,275,9122.52
46371,KIng Selective Enrollment HS,Network 17,65,30,3981114,2183097,810,2695.19
22021,Jane Addams School,Network 13,64,42,4548528,3507387,516,6797.28
23261,Foster Park School,Network 11,52,25,2991535,1786641,337,5301.58
22271,Daniel Boone School,Network 2,90,59,6094272,4731989,722,6553.95
31221,Charles Sumner Mth/Sci Com Acd,Network 5,38,20,2348056,1705808,183,9321.35
29191,Inter-American Magnet,Network 4,69,46,4617927,3503076,626,5595.98
24331,Horace Mann School,Network 12,40,23,2371798,1421415,245,5801.67
47031,Emil G Hirsch Metro HS,Network 17,29,12,1771054,891377,118,7554.05
24101,Rodolfo Lozano Bil & Intrnl Ct,Network 6,51,27,2931209,1862928,260,7165.12
22731,Henry Clay School,Network 13,66,41,4607945,3332792,559,5962.05
46251,Morgan Park High School,Network 16,113,69,8536831,6178887,1202,5140.5
53051,Ellen H Richards Career Acad,Network 16,43,26,2806502,1861626,336,5540.57
30031,Walter Christopher School,Network 8,112,35,6825711,3131583,303,10335.25
25561,Elizabeth H Sutherland School,Network 10,69,35,4723523,3023217,629,4806.39
67021,Peace and Educ Coalition,,35,21,2307893,1474518,0,0.0
25181,Martha M Ruggles School,Network 12,45,28,2782834,2023921,266,7608.71
31111,John Hay Comm Academy School,Network 3,42,25,2880821,2031375,213,9536.97
24571,Donald L Morrill Mth/Sci Spc S,Network 10,70,42,4613142,3517439,524,6712.65
25091,William Claude Reavis School,Network 9,42,26,2734288,1917774,284,6752.74
23481,John C Haines School,Network 6,58,41,4352294,3558563,458,7769.81
29121,Frank W Gunsaulus Schol Acad,Network 8,72,48,4635638,3450305,664,5196.21
23251,Joseph Kellman Corporate Community School,Network 5,31,18,2188966,1495822,183,8173.91
29241,William Bishop Owen Schol Acad,Network 10,33,14,2270410,1139471,284,4012.23
46391,George Henry Corliss High School,Network 17,54,27,3878237,2398811,390,6150.79
22261,James G Blaine School,Network 4,90,54,5942342,4298167,628,6844.2
25331,Arnold Mireles Academy,Network 12,50,32,3240106,2334957,485,4814.35
22491,Milton Brunson Specialty Elementary School,Network 3,54,33,3704236,2653179,427,6213.52
29371,Albert R Sabin Magnet School,Network 6,56,37,3758298,2831755,357,7932.11
26281,Henry O Tanner School,Network 12,50,27,3151887,2123417,239,8884.61
25441,Herbert Spencer Math & Sci Aca,Network 3,59,32,3751691,2597879,388,6695.56
23431,Nathanael Greene School,Network 8,44,26,3160233,2251312,319,7057.43
22031,Louis J Agassiz School,Network 4,56,35,3718829,2654195,339,7829.46
22701,Salmon P Chase School,Network 4,80,40,5123403,3150852,426,7396.34
25871,A N Pritzker School,Network 6,67,46,4465870,3397776,681,4989.38
23961,Joseph Jungman School,ISP,54,31,3526822,2423700,295,8215.95
25041,George M Pullman School,Network 13,45,26,2872867,1975279,276,7156.81
49031,Southside Occupational Academy,,108,41,6245631,3178828,0,0.0
25941,Carrie Jacobs Bond School,Network 11,48,25,2988059,2054399,248,8283.86
29151,Maria Saucedo Scholastic Academy,Network 7,108,52,6992645,4094825,908,4509.71
49101,Ray Graham Training Center,,64,21,3513284,1491036,0,0.0
41051,Michele Clark Academic Prep,ISP,77,37,5225208,2790708,473,5900.04
31081,Stephen F Gale Comm Academy,Network 2,51,24,3008751,1838235,338,5438.53
22511,Caldwell Acad Of Math Sci/Tech,ISP,35,19,2075067,1425423,200,7127.12
25101,Frank W Reilly School,Network 4,85,52,5692025,4191685,520,8060.92
20071,Columbia Explorers Academy,ISP,103,58,6244497,4423543,645,6858.17
26621,Charles H Wacker School,ISP,35,17,2377907,1599093,213,7507.48
46041,William J Bogan Comp Tech HS,Network 16,97,41,6343883,3370257,632,5332.69
29341,Jensen Scholastic Academy School,Network 5,46,25,3038008,2052986,218,9417.38
23671,Phoebe Apperson Hearst School,Network 10,61,32,3478533,2026514,271,7477.9
46191,Kelvyn Park High School,Network 14,63,38,4190709,2746971,531,5173.22
25621,George W Tilton School,Network 5,41,22,2777419,1771156,216,8199.8
23011,John B Drake School,Network 9,45,22,2802014,1800258,283,6361.34
23221,John Fiske School,Network 9,57,30,3738708,2257281,361,6252.86
22901,Charles Gates Dawes School,Network 10,103,64,7495305,5613769,888,6321.77
22481,John C Burroughs School,Network 8,48,29,3418076,2560595,288,8890.98
22351,William H Brown School,Network 6,47,24,2964408,1938566,233,8320.03
23071,Edgebrook School,Network 1,46,30,3043213,2337613,526,4444.12
31121,Thomas A Hendricks Community Academy,Network 9,49,23,2800359,1726146,184,9381.23
23391,Alexander Graham School,Network 6,52,29,3097465,2023518,361,5605.32
25711,James Wadsworth School,Network 9,66,36,3785869,2572153,461,5579.52
24051,Lazaro Cardenas School,ISP,113,71,7648826,5640425,725,7779.84
24881,Washington Irving School,Network 6,51,27,3171633,2071327,307,6746.99
25841,Eli Whitney School,Network 7,83,49,5806092,4323904,564,7666.52
26731,Barbara Vick Early Childhood & Family Center,,56,28,3261953,2118419,0,0.0
24601,Mount Vernon School,Network 13,29,17,1942405,1226879,215,5706.38
25571,George B Swift Specialty Schoo,Network 2,76,46,4985174,3662052,512,7152.43
23351,Jesse Owens Elem Comm Academy,Network 13,59,28,3559164,2105005,323,6517.04
22131,Alice Barnard Comp-Math-Sci,Network 10,36,19,2476183,1552430,226,6869.16
32081,Ashburn Community Area School,Network 10,60,33,4207416,2847092,310,9184.14
23441,John Gregory School,Network 5,53,27,3255197,1980894,237,8358.17
25991,Joseph Brennemann School,Network 2,67,37,3734190,2431078,473,5139.69
70241,Alcott College Prep HS,Network 15,42,30,2914300,2251733,373,6036.83
23801,William G Hibbard School,Network 1,87,61,6409851,5120658,840,6096.01
24131,Wendell E Green School,Network 11,46,20,3079448,1849831,277,6678.09
24421,George B McClellan School,Network 6,62,29,3686834,2310651,285,8107.55
24621,John B Murphy School,Network 1,64,43,4440400,3366209,526,6399.62
32021,Lionel Hamptn Fin/Perf Art Sch,Network 10,60,33,3836934,2634123,417,6316.85
29131,Hawthorne Scholastic Academy,Network 4,58,32,3951056,2420007,646,3746.15
23241,Fort Dearborn School,Network 11,54,25,3237487,2041953,323,6321.82
23561,Bret Harte School,Network 9,36,22,2557828,1710754,314,5448.25
