Dept ID,Department,Network,Total Staff,Teaching Staff,Total Staff Budget,Teaching Staff Budget,Students,Teacher Spending Per Student
25071,William H Ray School,Network 9,71,46,4124302,3051386,620,4921.58
45211,Chicago Academy School,Network 1,57,34,3184723,2303116,541,4257.13
41061,Frederick A Douglass Academy High School,Network 15,25,14,1649926,1092813,30,36427.1
32011,Albany Park Multi Acad School,Network 1,28,17,1635130,1025933,241,4256.99
26651,Mahalia Jackson School,Network 11,47,25,2515588,1707089,289,5906.87
25031,Ernst Prussing,Network 1,59,43,3504289,2834251,641,4421.58
24281,Mary Lyon School,Network 3,122,87,7027527,5558226,946,5875.46
25021,William H Prescott School,Network 4,37,23,2278780,1634855,477,3427.36
53091,David G Farragut Career Academy High School,Network 16,113,54,6264037,3505713,479,7318.79
23901,Charles Evans Hughes School,Network 7,34,20,1471594,972414,173,5620.88
23401,William P Gray School,Network 1,104,74,6876601,5632151,970,5806.37
46511,Lindblom Math and Science Academy High School,Network 16,123,84,6760823,4863563,1307,3721.15
29161,Lasalle Language Academy School,Network 4,55,39,3327419,2656494,464,5725.21
26721,Sandoval School,Network 8,86,52,5335498,4091722,697,5870.47
25231,Sidney Sawyer School,Network 8,133,86,7991379,6103165,865,7055.72
23421,Ariel Community Academy,Network 9,52,34,2859730,2130596,315,6763.81
46381,Carver Military High School,Network 17,53,22,3325053,1707742,450,3794.95
24841,Park Manor Elementary School,Network 12,32,16,1991399,1264829,261,4846.08
24981,Ambrose Plamondon School,ISP,25,12,1019350,610029,93,6559.45
25881,Wildwood IB World Magnet,Network 1,47,30,3004754,2129841,526,4049.14
46021,Hancock High School,Network 15,79,56,5370471,4211254,1050,4010.68
24611,Wolfgang A Mozart School,Network 4,71,49,4118877,3256646,471,6914.29
23591,Helge A Haugan School,ISP,95,63,5742238,4530410,1030,4398.46
25491,Edward F Dunne School,Network 13,26,14,1707149,1142189,185,6173.99
22831,Peter Cooper Dual Language Academy,Network 7,60,35,3470517,2528470,420,6020.17
23681,James Hedges School Main,Network 8,71,45,4151429,3142358,468,6714.44
53041,Charles Allen Prosser Career Academy,Network 15,139,78,8627119,5431602,1224,4437.53
24591,Mount Greenwood Elementary School,ISP,77,54,4687480,3714403,1172,3169.27
25241,Jonathan Y Scammon School,Network 1,65,48,3562774,2928095,597,4904.71
22131,Alice L Barnard Comp Mth/Sc Ct,Network 10,38,18,2233581,1232881,226,5455.24
46361,Kenwood Academy,Network 17,136,91,9062877,6736993,2223,3030.59
26281,Henry O Tanner School,Network 12,42,25,2541824,1897433,239,7939.04
22091,Audubon Elementary School,Network 4,52,38,3299092,2715887,489,5553.94
29041,Turner-Drew Language Academy,Network 11,35,16,1960925,1042272,176,5922.01
25921,Ella Flagg Young School,Network 3,77,49,5122011,3949001,402,9823.42
22751,Dewitt Clinton School,ISP,95,73,5459261,4454878,1029,4329.31
23461,Robert L Grimes School,Network 10,51,33,2626289,1937235,357,5426.44
23141,Edward Everett Elementary School,ISP,29,15,1168034,733970,84,8737.74
25381,John D Shoop School,Network 13,44,27,2623517,1855116,433,4284.35
29141,Galileo Scholastic Academy Of Math & Science,Network 6,49,28,3243463,2183111,552,3954.93
46241,Stephen T Mather High School,Network 14,138,99,9491601,7516085,1713,4387.69
26331,Richard Henry Lee School,ISP,73,47,4753706,3699534,570,6490.38
24231,Josephine C Locke School,Network 3,125,82,7601063,5889032,1028,5728.68
23991,Joshua D Kershaw School,Network 11,39,22,1974634,1251111,204,6132.89
24681,William P Nixon School,Network 4,75,51,4750059,3679560,665,5533.19
25431,Hannah G Solomon School,Network 1,45,26,2721199,1942617,307,6327.75
29201,Mark Sheridan Mathematics & Science Academy,Network 6,48,29,2943945,2025354,517,3917.53
22241,Frank I Bennett School,Network 13,31,18,1705523,1093239,289,3782.84
51071,William H Wells Comm Acad HS,Network 15,54,28,3208880,1894406,419,4521.23
46221,Albert G Lane Tech High School,Network 14,301,227,19280096,16005728,4650,3442.09
22501,Michael M Byrne School,Network 10,62,42,3894866,3065793,551,5564.07
22971,Arthur Dixon School,Network 12,45,28,2822916,2025684,390,5194.06
25521,Harriet Beecher Stowe School,Network 5,74,51,4422169,3569980,574,6219.49
22541,Arthur E Canty,Network 1,70,50,4241228,3456141,790,4374.9
24661,Louis Nettelhorst School,Network 4,78,51,4497844,3410095,645,5286.95
23541,William F Finkl School,Network 7,50,29,2911489,2101952,211,9961.83
46211,Lake View High School,Network 14,122,78,8057671,5968618,1474,4049.3
25371,Beulah Shoesmith School,Network 9,36,24,2039379,1538271,296,5196.86
25011,Portage Park Elementary School,Network 1,82,56,5143190,4041683,899,4495.75
25911,Richard Yates School,Network 5,72,46,4111715,3032298,280,10829.61
22811,Jordan Community School,Network 2,59,38,3363699,2518320,470,5358.13
26021,Willa Cather School,Network 5,43,28,2586329,1960892,293,6692.46
24051,Lazaro Cardenas School,ISP,59,41,3498745,2678546,725,3694.55
23361,Virgil Grissom School,Network 13,37,22,2213041,1628135,266,6120.82
22181,Lillian R Nicholson Specialty School For Science & Mathem,Network 11,52,32,3407597,2407873,439,5484.91
24631,Ronald H Brown Community Academy,Network 13,35,21,2198681,1593332,267,5967.51
46401,Percy L Julian High School,Network 16,86,46,5133583,3310137,424,7806.94
24641,Henry H Nash School,Network 3,34,22,1921641,1367260,288,4747.42
46341,Gurdon S Hubbard High School,Network 16,156,89,10343876,6729551,1581,4256.5
23001,John C Dore School,Network 10,62,42,3837332,3019710,711,4247.17
22161,Perkins Bass School,Network 11,44,26,2717188,2007735,293,6852.35
23531,Charles G Hammond School,Network 7,59,38,2879867,2023342,236,8573.48
26591,Medgar Evers School,Network 11,34,19,2174109,1447553,194,7461.61
31251,Thomas J Higgins Comm Academy,Network 13,33,19,1686781,1080941,269,4018.37
23931,Minnie Mars Jamieson School,Network 2,77,53,4776096,3782833,788,4800.56
46061,Northside College Prep,Network 14,98,68,6647754,5225889,1069,4888.56
46031,Roald Amundsen High School,Network 14,111,52,7334254,3991800,1447,2758.69
41051,Michelle Clark Acad Prep Mag H,ISP,65,30,3708572,2036929,473,4306.4
46271,Theodore Roosevelt High School,Network 14,125,89,7843411,6289261,1085,5796.55
25141,Philip Rogers School,Network 2,76,52,4593551,3585007,791,4532.26
22521,Little Village Academy,ISP,75,53,4253354,3355679,547,6134.69
23051,Christian Ebinger School,Network 1,60,43,3863526,3108720,694,4479.43
23081,Richard Edwards School,Network 8,148,85,8344657,5802780,1124,5162.6
70070,Chicago Mil Acad - Bronzeville,Network 17,39,20,2447951,1352878,231,5856.63
51091,Roberto Clemente Community Academy High School,Network 15,91,49,4143282,2156108,766,2814.78
53101,Marie Sklodowska Curie Metropolitan High School,Network 15,290,143,18614670,10847996,2985,3634.21
24671,Florence Nightingale School,Network 8,113,73,6840172,5324869,876,6078.56
23031,Charles W Earle School,Network 11,47,28,3006922,2088672,272,7678.95
29261,Edgar Allan Poe Classical Scho,Network 13,20,7,1258213,496541,228,2177.82
22331,Orville T Bright Elementary School,Network 13,42,24,2227873,1469726,189,7776.33
22891,Nathan S Davis School & Annex,Network 8,77,50,4691585,3604546,524,6878.87
22761,Henry R Clissold School,Network 10,60,28,3440727,1866411,446,4184.8
29231,Walter L Newberry Mathematics & Science Academy,Network 4,65,33,3726472,2158796,311,6941.44
29291,Stone Scholastic Academy,Network 2,63,30,3714999,1875220,554,3384.9
22321,Norman Bridge School,Network 1,92,66,5338633,4253879,1072,3968.16
25121,Paul Revere Accelerated School,Network 12,30,18,1528092,1073522,199,5394.58
29321,Beasley Academic Center Magnet,Network 9,118,63,6902099,4255123,1136,3745.68
23821,Charles N Holden School,ISP,56,38,3493765,2705321,395,6848.91
26631,Oscar Depriest School,Network 3,69,43,4321109,3279669,439,7470.78
47091,Chicago HS for Agricultural Sc,ISP,77,34,4677838,2438082,776,3141.89
24441,Emmit Louis Till Math/Sci Acad,Network 9,38,21,2078630,1357945,345,3936.08
46131,Edwin G Foreman High School,Network 14,103,64,6797975,5041515,613,8224.32
23381,Robert J. Richardson Middle,Network 10,88,67,5516586,4820483,807,5973.29
24961,Josiah L Pickard School,Network 7,52,31,3033919,2154622,321,6712.2
46371,King Selective Enrollment HS,Network 17,73,41,4669791,3253199,810,4016.31
29381,Robert A Black Magnet School,Network 12,40,24,2589548,1826653,368,4963.72
46171,Hyde Park Career Academy,Network 17,84,45,5248738,3221301,861,3741.36
29181,James E Mcdade Classical School,Network 12,23,9,1167326,556208,210,2648.61
30101,Ruben Salazar Bilingual Education Center School,ISP,37,24,2250159,1652092,355,4653.76
46431,North Grand High School,Network 15,98,60,5846952,4135098,1021,4050.01
26781,Talman School,ISP,49,29,2727483,1899801,320,5936.85
23891,Countee Cullen School,Network 13,19,12,1277413,865783,156,5549.92
22871,Everett Mckinley Dirksen School,Network 1,66,51,4524965,3879431,1244,3118.5
23161,James B Farnsworth School,Network 1,71,43,4407199,3312525,479,6915.52
26031,R Nathaniel Dett,Network 6,48,28,2954053,2029962,298,6811.97
22411,Edmund Burke Elementary School,Network 9,61,33,3196056,1987485,294,6760.16
31161,Lawndale Community Academy School,Network 5,30,16,1696527,1050927,194,5417.15
24741,Richard J Oglesby School,Network 11,52,32,2792074,1992055,265,7517.19
53011,Chicago Vocational Career Academy,Network 17,112,61,6623233,4148494,636,6522.78
53121,Edward Tilden Career Commmunity Academy,Network 16,51,26,2832787,1776147,242,7339.46
23021,Thomas Drummond School,Network 6,42,22,2387621,1580350,324,4877.6
23561,Bret Harte School,Network 9,34,20,2158501,1416495,314,4511.11
24471,James B Mcpherson School,Network 2,101,56,5697489,3830613,760,5040.26
24891,Helen C Peirce School Of International Studies,ISP,83,61,5350751,4398718,1107,3973.54
25191,William H Ryder Math/Science Specialty School,Network 11,56,28,3174952,2145357,344,6236.5
29091,Matthew Gallistel Language Academy,Network 13,91,52,5826766,4033972,588,6860.48
23971,Kate S Kellogg School,Network 10,31,18,1918383,1397762,298,4690.5
24731,William B Ogden School,Network 15,152,103,8660229,6508837,836,7785.77
24251,James Russell Lowell Elementary School,Network 5,61,36,3617114,2755191,287,9599.95
25681,Alessandro Volta School,Network 1,78,54,4986314,3927984,722,5440.41
30051,Daniel Carter Beard School,,63,20,2990449,1302410,0,0.0
23611,Emiliano Zapata Academy,Network 7,92,56,5015225,3793055,436,8699.63
23151,Laughlin Falconer School,Network 3,100,70,6219877,5167994,821,6294.82
22391,Lyman A Budlong School,ISP,80,55,4400665,3441228,748,4600.56
22851,Daniel J Corkery School,Network 7,58,35,3277207,2361840,430,5492.65
26831,Durkin Park School,Network 10,65,45,3841834,3010774,647,4653.47
47051,Gwendolyn Brooks High School,ISP,82,52,5063888,3651489,999,3655.13
26251,Irvin C Mollison School,Network 9,47,30,2731767,2035609,216,9424.1
24921,Harold Washington School,Network 12,39,25,2302105,1712016,239,7163.23
22141,John Barry Elementary School,Network 4,68,51,4033204,3264723,449,7271.11
22821,John C Coonley School,Network 2,90,59,5043615,3731226,730,5111.26
22661,Horace Greeley School,Network 4,69,47,3850962,2990936,327,9146.54
22301,Alex Haley School,Network 13,62,36,3821132,2881096,424,6795.03
25291,Franz Peter Schubert School,Network 3,77,53,4595700,3539273,569,6220.15
11673,Diverse Lrn Service Delivery,,73,0,5380727,0,0,0.0
24911,William Penn School,Network 7,53,27,3012872,1993871,191,10439.13
26381,Oliver S Westcott School,Network 11,44,27,2361053,1673442,367,4559.79
22801,John W Cook School,Network 11,39,24,2586836,1874794,274,6842.29
24191,Abraham Lincoln School,Network 4,65,44,4038458,2804177,840,3338.29
24991,Laura S Ward School,Network 5,54,30,2723453,1692265,266,6361.89
24361,John L Marsh School,Network 13,78,40,4344447,2743648,544,5043.46
49041,Consuella B. York Alt HS,,55,46,4892885,4214979,0,0.0
22551,Andrew Carnegie School,Network 9,53,33,3245463,2420492,364,6649.73
46201,John F Kennedy High School,Network 16,153,108,10084322,8293444,1595,5199.63
22471,Jonathan Burr School,Network 6,45,30,2648152,2001799,461,4342.27
24851,Louis Pasteur School,Network 8,71,42,4525688,3358627,577,5820.83
29081,Franklin Fine Arts Center,Network 4,39,22,2460815,1612633,338,4771.11
25451,John Spry Community School,Network 16,61,43,3486403,2694540,295,9134.0
24081,Rudyard Kipling School,ISP,34,20,1933774,1308719,216,6058.87
29171,Andrew Jackson Language Acad,Network 6,55,23,3223142,1389630,456,3047.46
22211,Jacob Beidler School,Network 5,48,28,2738016,1971723,229,8610.16
22791,Christopher Columbus School,ISP,28,17,1575190,1035074,253,4091.2
25541,William K Sullivan Specialty School,Network 12,58,34,3188775,2112054,403,5240.82
23311,Joseph E Gary School,Network 7,105,69,5501628,4151851,700,5931.19
25591,Douglas Taylor School,Network 13,49,32,3146229,2482837,311,7983.37
26291,Adam Clayton Powell Jr Paideia Community Academy,Network 12,53,32,3302439,2383997,530,4498.1
26451,Brighton Park School,Network 8,47,29,2699525,1876493,285,6584.17
23831,Oliver Wendell Holmes School,Network 8,32,18,2006813,1446478,143,10115.23
23371,William C Goudy School,Network 2,68,47,4363031,3457901,497,6957.55
29301,Ole A Thorp Scholastic Academy,ISP,72,35,4560415,2379426,830,2866.77
29021,Burnside Scholastic Academy,Network 12,51,20,3230678,1635541,274,5969.12
23711,Helen M Hefferan School,Network 5,43,21,2734482,1548833,205,7555.31
25621,George W Tilton School,Network 5,41,21,2409670,1511836,216,6999.25
22601,Rachel Carson School,ISP,108,65,5048798,3471247,715,4854.87
22101,Avalon Park School,Network 12,29,18,1747177,1190979,196,6076.43
29281,Mark Skinner School,Network 6,93,55,5031119,3202539,1143,2801.82
23261,Foster Park School,Network 11,47,24,2560094,1661041,337,4928.94
24451,Francis M Mckay School,Network 10,85,49,5223631,3821903,595,6423.32
29271,Harriet E Sayre Language Acad,Network 3,40,29,2338423,1870211,380,4921.62
23211,Eugene Field School,Network 2,23,14,1062657,646507,128,5050.84
25401,Washington D Smyser School,Network 1,79,56,5263821,4246853,744,5708.1
31141,Pilsen Community Academy,Network 7,54,34,2478741,1805212,215,8396.33
23251,Joseph Kellman Corporate Community School,Network 5,38,24,2294883,1687560,183,9221.65
47081,Frederick W Von Steuben Metropolitan Science Center,Network 14,141,97,9533890,7322092,1703,4299.47
25831,John Whistler School,Network 13,30,19,1879604,1338489,229,5844.96
24871,Ferdinand W Peck School,ISP,126,71,5858663,3949151,731,5402.38
24801,Luke O'Toole School,Network 11,41,24,2377321,1679946,287,5853.47
24971,John T Pirie Fine Arts & Acad,Network 12,37,23,1844247,1322733,197,6714.39
24171,Arthur A Libby School,Network 8,47,26,2500365,1553560,269,5775.33
22571,Charles Carroll School,Network 10,55,33,3079822,2149066,397,5413.24
24381,Roswell B Mason Elementary School,Network 7,43,22,2383922,1629827,215,7580.59
25361,James Shields Elementary School,Network 8,88,57,5400578,4133267,428,9657.15
25791,Daniel Webster School,Network 5,38,19,2309170,1419326,196,7241.45
25411,John M Smyth School,Network 6,61,33,3042921,1909891,327,5840.62
24071,John H Kinzie School,ISP,75,43,4658132,3217877,628,5124.02
24931,Irma C Ruiz School,Network 7,73,49,4758120,3767376,424,8885.31
23951,Edward Jenner Academy Of The Arts,,32,19,2049430,1387129,0,0.0
23871,Thomas Hoyne School,Network 12,28,17,1727261,1188491,219,5426.88
24301,James Madison School,Network 12,27,15,1832456,1185446,200,5927.24
25561,Elizabeth H Sutherland School,Network 10,49,24,3079813,1701509,629,2705.11
24691,Alfred Nobel School,ISP,79,50,3919717,2730796,551,4956.07
22461,Castellanos School,,58,40,3459407,2629022,0,0.0
23291,Frederick Funston School,Network 4,53,34,2957137,2190802,424,5166.98
49081,Jacqueline B Vaughn Occ HS,Network 14,68,25,3349669,1655008,224,7388.44
25781,Thomas J Waters School,Network 2,45,36,3074143,2605698,682,3820.68
22271,Daniel Boone School,Network 2,77,54,4877463,3910552,722,5416.23
51021,Harlan Community Academy HS,Network 17,66,35,3485169,2154830,205,10511.36
29401,Walt Disney Magnet School,Network 2,135,69,7588459,4425267,1447,3058.25
31041,Crown Comm Acad Fine Arts Ct,Network 5,36,20,2141186,1470117,106,13869.03
23101,Edward (Duke) K Ellington Scho,Network 3,72,46,4537132,3480911,482,7221.86
29361,Ted Lenart Regional Gifted Cen,Network 11,25,16,1521150,1113341,301,3698.82
22421,Augustus H Burley Elementary School,Network 4,47,31,3028876,2303972,501,4598.74
22991,Jms R Doolittle Jr In/Up Cy Et,Network 9,32,18,1760272,1246791,243,5130.8
31201,Parkside Community Academy School,Network 12,34,17,1825035,1105001,242,4566.11
25861,John Greenleaf Whittier School,Network 7,32,21,1891146,1361384,228,5971.01
22741,Grover Cleveland School,Network 1,68,44,4160905,3206712,489,6557.73
24951,Marcus Moziah Garvey School,Network 13,28,15,1589398,943406,243,3882.32
53021,Dunbar Vocational Career Acad,Network 17,71,43,4687982,3272057,366,8940.05
41091,Logandale Middle School,Network 4,67,42,4219797,3207821,437,7340.56
22861,Manuel Perez Jr Elementary School,Network 7,37,24,2219703,1668180,293,5693.48
22281,Scott Joplin School,Network 11,40,27,2365046,1757576,263,6682.82
46301,Roger C Sullivan High School,Network 14,76,38,4096295,2346253,790,2969.92
22021,Jane Addams School,Network 13,62,41,3835523,2966027,516,5748.15
22731,Henry Clay School,Network 13,61,42,3725269,2887772,559,5165.98
31221,Charles Sumner Mth/Sci Com Acd,Network 5,32,17,1884709,1263156,183,6902.48
22361,Charles S Brownell School,Network 12,25,11,1416299,703249,141,4987.6
29191,Inter-American Magnet,Network 4,58,38,3432677,2507343,626,4005.34
24331,Horace Mann School,Network 12,46,22,2209583,1174670,245,4794.56
24101,Rodolfo Lozano Bil & Intrnl Ct,Network 6,37,21,2194857,1428080,260,5492.63
53051,Ellen H Richards Career Acad,Network 16,37,22,2194472,1575640,336,4689.35
25841,Eli Whitney School,Network 7,91,57,5612438,4327431,564,7672.75
30031,Walter S Christopher School,Network 8,99,39,5006700,2770482,303,9143.49
67021,Peace and Educ Coalition,,37,21,1898124,1102759,0,0.0
31111,John Hay Community Academy School,Network 3,41,24,2471077,1733845,213,8140.11
24571,Donald L Morrill Mth/Sci Spc S,Network 10,70,47,4241133,3299399,524,6296.56
22041,Louisa May Alcott College Prep,Network 4,100,66,5398779,3984155,548,7270.33
25091,William Claude Reavis School,Network 9,33,20,1708573,1239384,284,4364.04
23481,John C Haines School,Network 6,54,38,3454883,2763440,458,6033.72
25671,Lavizzo Elementray,Network 13,37,20,2111080,1386479,344,4030.45
29121,Frank W Gunsaulus Schol Acad,Network 8,72,49,3393665,2439888,664,3674.52
24421,George B McClellan Elementary School,Network 6,52,30,2597534,1817975,285,6378.87
29241,William Bishop Owen Schol Acad,Network 10,30,13,1713436,747459,284,2631.89
46391,George Henry Corliss High School,Network 17,55,29,3562885,2261143,390,5797.79
22261,James G Blaine School,Network 4,70,44,4316259,3295324,628,5247.34
25331,Arnold Mireles Academy,Network 12,55,31,3068719,2261742,485,4663.38
22491,Milton Brunson Specialty Elementary School,Network 3,57,35,3259261,2353887,427,5512.64
29371,Albert R Sabin Magnet School,Network 6,55,39,3439469,2748622,357,7699.24
46191,Kelvyn Park High School,Network 14,62,35,3846588,2605435,531,4906.68
30081,Frederick Stock School,,47,21,2531374,1515795,0,0.0
25441,Herbert Spencer Math & Science Academy,Network 3,74,43,4152666,3073878,388,7922.36
22031,Louis J Agassiz School,Network 4,56,35,3021590,1911783,339,5639.47
22701,Salmon P Chase School,Network 4,65,38,3420564,2444580,426,5738.45
29151,Maria Saucedo Scholastic Acad,Network 7,106,58,5863574,3721053,908,4098.09
25871,A N Pritzker School,Network 6,69,50,3784611,2899398,681,4257.54
23961,Joseph Jungman School,ISP,43,23,2141273,1431681,295,4853.18
25041,George M Pullman School,Network 13,40,21,1951265,1248173,276,4522.37
49031,Southside Occupational Academy,,98,36,4678720,2366664,0,0.0
46041,William J Bogan Computer Technical High School,Network 16,94,48,6000326,3501957,632,5541.03
31101,Ninos Heroes Academic Center,Network 12,41,24,2318350,1400047,273,5128.37
26421,Mary E Mcdowell School,ISP,20,9,1026723,505458,88,5743.85
22511,Caldwell Acad Of Math Sci/Tech,ISP,32,20,1679510,1170189,200,5850.94
20071,Columbia Explorers Academy,ISP,98,61,4709720,3356554,645,5203.95
26621,Charles H Wacker School,ISP,40,25,2123044,1545032,213,7253.66
29341,Jensen Scholastic Academy School,Network 5,49,30,2598962,1742479,218,7993.03
23671,Phoebe Apperson Hearst School,Network 10,56,23,2747757,1377555,271,5083.23
23011,John B Drake School,Network 9,48,28,2939976,2094884,283,7402.39
23221,John Fiske School,Network 9,51,31,2996802,2123355,361,5881.89
22901,Charles Gates Dawes School,Network 10,86,60,5828831,4742226,888,5340.4
23431,Nathanael Greene School,Network 8,64,40,3192675,2398903,319,7520.09
22481,John C Burroughs School,Network 8,45,27,2796321,2024128,288,7028.22
23071,Edgebrook School,Network 1,42,30,2541874,1972661,526,3750.34
31121,Thomas A Hendricks Community Academy,Network 9,40,20,2042971,1368934,184,7439.88
