Dept ID,Department,Network,Total Staff,Teaching Staff,Total Staff Budget,Teaching Staff Budget,Students,Teacher Spending Per Student
46281,Carl Schurz High School,Network 14,176,108,11556702,8395063,1169,7181.37
22061,Philip D Armour School,ISP,40,21,2086821,1262465,241,5238.43
25211,Sauganash School,Network 1,53,35,3596878,2869325,671,4276.24
22881,Charles R Darwin School,Network 4,69,40,3743104,2642116,501,5273.68
22081,George Armstrong Elementary School,ISP,120,85,8071351,6546684,1261,5191.71
24081,Rudyard Kipling School,ISP,33,18,2074173,1332959,216,6171.14
23651,Robert Healy School,Network 6,114,78,7972941,6257087,1177,5316.14
22401,Luther Burbank School,Network 3,95,51,6307839,4372005,682,6410.52
47021,William Jones Academic Mag HS,Network 15,163,111,11351153,8502346,1970,4315.89
22231,Alexander Graham Bell School,Network 4,97,60,6873847,4829460,888,5438.62
26391,George Leland School,Network 3,50,29,2885535,1978655,321,6164.01
24401,Oscar F Mayer School,Network 4,78,48,4888223,3545743,705,5029.43
49051,Simpson Academy for Yng Women,,18,13,1341608,1041410,0,0.0
31181,Francis W Parker Comm Academy,Network 11,59,27,3380079,1986163,344,5773.71
23341,J W Von Goethe School,Network 4,81,53,4643916,3666633,710,5164.26
25771,George Washington School,Network 13,70,45,4843935,3722094,562,6622.96
23491,Nathan Hale School,Network 10,89,55,6028159,4598328,756,6082.44
24241,Joseph Lovett School,Network 3,36,24,2434895,1902633,326,5836.33
24461,Hanson Park School,Network 3,179,100,11558840,8049500,1049,7673.5
31281,Orozco Academy,Network 7,64,31,3605934,2199460,275,7998.01
23201,Fernwood School,Network 13,29,15,1692358,941716,243,3875.38
30141,Courtenay Language Arts Center,Network 2,80,33,4077552,2231959,275,8116.23
24431,Cyrus H Mccormick School,Network 7,69,43,4375460,3276677,438,7480.94
22171,Newton Bateman School,Network 1,91,59,6106140,4726189,873,5413.73
25581,Mancel Talcott School,Network 6,66,41,3776526,2783900,522,5333.11
53061,Neal F Simeon Voc High School,Network 17,134,75,8550909,5635975,1143,4930.86
25631,Enrico Tonti School,Network 8,94,63,6451678,5042243,766,6582.59
23321,Frank L Gillespie School,Network 12,55,32,3637778,2648804,310,8544.52
29071,Gerald Delgado Kanoon Magnet School,Network 7,56,36,3916481,2943866,344,8557.75
25471,Adlai E Stevenson School,Network 10,127,78,8728782,6420497,1131,5676.82
25101,Frank W Reilly School,Network 4,89,56,5378433,4157135,520,7994.52
25951,Richard J Daley Academy,Network 8,61,37,3896149,2916526,475,6140.01
24821,John M Palmer School,ISP,73,46,5055810,3923637,738,5316.59
41111,Marine Leadership Acad at Ames,Network 14,92,58,6467589,4386028,571,7681.3
31211,Pulaski International School of Chicago,Network 6,84,49,5480990,3737635,912,4098.3
24711,Norwood Park School,Network 1,44,28,2915456,2138728,287,7452.02
24201,Carl Von Linne School,Network 4,64,45,4375213,3593274,695,5170.2
23041,John F Eberhart School,Network 10,118,74,8056010,6268411,949,6605.32
22201,Jean Baptiste Beaubien School,Network 1,91,53,6362526,4406723,985,4473.84
24941,Mary G Peterson School,Network 1,91,60,5768397,4370828,864,5058.83
46331,George Washington High School,Network 17,145,88,9361258,6590044,1517,4344.12
23751,South Loop School,ISP,79,44,4793064,3190983,797,4003.73
30011,Nancy B Jefferson Alt School,,61,50,5826185,5136490,0,0.0
22311,Brentano Math & Science Academy,Network 4,63,41,3880433,2926077,785,3727.5
23811,Rufus M Hitch School,Network 1,56,39,3726078,2916703,490,5952.44
46141,Gage Park High School,Network 16,68,33,3449229,2178239,358,6084.43
46421,Benito Juarez High School,Network 15,161,114,11030452,8696291,1656,5251.37
23621,Stephen K Hayt School,Network 2,86,59,6048250,4735346,789,6001.73
25661,Mark Twain School,Network 10,91,59,6355509,4996652,821,6086.01
25071,William H Ray School,Network 9,74,46,4687648,3413903,620,5506.28
45211,Chicago Academy School,Network 1,63,38,3949191,2821488,541,5215.32
32011,Albany Park Multi Acad School,Network 1,31,19,2022653,1409871,241,5850.09
26651,Mahalia Jackson School,Network 11,50,22,2881100,1777750,289,6151.42
25031,Ernst Prussing,Network 1,64,47,4646551,3810527,641,5944.62
24281,Mary Lyon School,Network 3,113,80,8166610,6524484,946,6896.95
25021,William H Prescott School,Network 4,53,30,3259291,2277616,477,4774.91
53091,David G Farragut Career Academy High School,Network 16,106,45,6255106,3179959,479,6638.73
23901,Charles Evans Hughes School,Network 7,30,17,1679161,1139574,173,6587.12
23401,William P Gray School,Network 1,102,70,7265128,5833708,970,6014.13
46511,Lindblom Math and Science Academy High School,Network 16,139,90,8704749,6563692,1307,5022.01
29161,Lasalle Language Academy School,Network 4,59,38,3921368,3010099,464,6487.28
26721,Sandoval School,Network 8,89,53,5804779,4392050,697,6301.37
25231,Sidney Sawyer School,Network 8,129,83,8435914,6162424,865,7124.16
23421,Ariel Community Academy,Network 9,58,32,3371160,2251705,315,7148.24
46381,Carver Military High School,Network 17,55,26,3968774,2233926,450,4964.28
24841,Park Manor Elementary School,Network 12,34,16,2073796,1385209,261,5307.31
24981,Ambrose Plamondon School,ISP,23,13,1485570,867924,93,9332.52
25881,Wildwood IB World Magnet,Network 1,51,32,3473647,2506610,526,4765.42
46021,Hancock High School,Network 15,84,60,6301574,5098176,1050,4855.39
24611,Wolfgang A Mozart School,Network 4,62,39,4213688,3149529,471,6686.85
23591,Helge A Haugan School,ISP,115,72,6998631,5255452,1030,5102.41
22831,Peter Cooper Dual Language Academy,Network 7,60,37,3764594,2745945,420,6537.96
24591,Mount Greenwood Elementary School,ISP,86,61,6050824,4890188,1172,4172.48
25241,Jonathan Y Scammon School,Network 1,65,46,4360180,3552854,597,5951.2
46361,Kenwood Academy,Network 17,157,98,10876398,7679024,2223,3454.37
26281,Henry O Tanner School,Network 12,48,25,2846078,1961079,239,8205.36
22091,Audubon School,Network 4,54,39,3575701,2887142,489,5904.2
29041,Turner-Drew Language Academy,Network 11,33,13,2239009,1095847,176,6226.39
25921,Ella Flagg Young School,Network 3,67,43,4901054,3758752,402,9350.1
23461,Robert L Grimes School,Network 10,52,32,3235786,2397449,357,6715.52
25381,John D Shoop School,Network 13,50,28,3295092,2295156,433,5300.61
29141,Galileo Scholastic Academy Of Math & Science,Network 6,59,35,4186462,2892032,552,5239.2
24531,James Monroe School,Network 4,80,52,5550168,4328186,606,7142.23
46241,Stephen T Mather High School,Network 14,146,102,10690034,8352749,1713,4876.08
26331,Richard Henry Lee School,ISP,71,45,4778887,3685609,570,6465.98
24231,Josephine C Locke School,Network 3,123,75,8218169,6090205,1028,5924.32
23991,Joshua D Kershaw School,Network 11,42,21,2355354,1437230,204,7045.25
46301,Roger C Sullivan High School,Network 14,87,50,5493675,3563877,790,4511.25
24681,William P Nixon School,Network 4,77,51,5135994,4097694,665,6161.95
25431,Hannah G Solomon School,Network 1,49,25,3089275,2138637,307,6966.24
29201,Mark Sheridan Mathematics & Science Academy,Network 6,55,30,3627418,2359986,517,4564.8
22241,Frank I Bennett School,Network 13,34,18,1886056,1340803,289,4639.46
51071,Wells Community Academy HS,Network 15,57,31,3705102,2263570,419,5402.32
22751,Dewitt Clinton School,ISP,100,72,6679775,5301335,1029,5151.97
46221,Albert G Lane Tech High School,Network 14,325,249,23799664,19645200,4650,4224.66
22501,Michael M Byrne School,Network 10,67,41,4495839,3182846,551,5776.45
22971,Arthur Dixon School,Network 12,50,30,3307539,2361857,390,6056.07
22541,Arthur E Canty,Network 1,75,51,5327106,4194373,790,5309.36
24661,Louis Nettelhorst School,Network 4,78,49,5043255,3874567,645,6007.11
23541,William F Finkl School,Network 7,53,30,3041092,2044870,211,9691.34
46211,Lake View High School,Network 14,158,102,10464767,7923248,1474,5375.35
25371,Beulah Shoesmith School,Network 9,40,21,2228301,1544965,296,5219.48
25011,Portage Park School,Network 1,94,56,5629316,4152462,899,4618.98
22811,Jordan Community School,Network 2,62,38,3724992,2713664,470,5773.8
26021,Willa Cather School,Network 5,49,24,3027958,2066038,293,7051.33
23361,Virgil Grissom School,Network 13,40,25,2318221,1708729,266,6423.8
22181,Lillian R Nicholson Sch-Mth/Sc,Network 11,55,31,3544398,2478886,439,5646.65
24631,Ronald H Brown Community Academy,Network 13,36,19,2294833,1526587,267,5717.54
46401,Percy L Julian High School,Network 16,73,35,4391719,2784728,424,6567.75
24641,Henry H Nash School,Network 3,36,18,2019481,1254181,288,4354.8
46341,Gurdon S Hubbard High School,Network 16,165,90,11603488,7262660,1581,4593.71
23001,John C Dore School,Network 10,86,50,5075056,3678874,711,5174.24
22161,Perkins Bass School,Network 11,48,28,2964289,2021328,293,6898.74
23531,Charles G Hammond School,Network 7,53,34,2913012,2185764,236,9261.74
26591,Medgar Evers School,Network 11,34,18,2453250,1536448,194,7919.85
31251,Thomas J Higgins Comm Academy,Network 13,34,18,2171573,1384413,269,5146.5
25301,William H Seward Com Arts Acad,Network 8,67,39,4372635,3165736,362,8745.15
23931,Minnie Mars Jamieson School,Network 2,89,60,5713688,4248619,788,5391.69
46061,Northside College Prep,Network 14,98,63,6861141,5312977,1069,4970.06
25731,John A Walsh School,Network 7,54,29,3289703,2250776,299,7527.68
46031,Roald Amundsen High School,Network 14,145,72,9944947,5857020,1447,4047.7
41051,Michele Clark Academic Prep,ISP,75,33,4540416,2331027,473,4928.16
46271,Theodore Roosevelt High School,Network 14,118,76,7764153,5798936,1085,5344.63
22521,Little Village Academy,ISP,80,51,5181717,3897013,547,7124.34
23051,Christian Ebinger School,Network 1,78,47,4960717,3824885,694,5511.33
70070,Chicago Mil Acad - Bronzeville,Network 17,45,22,2902413,1514361,231,6555.68
51091,Roberto Clemente Community Academy High School,Network 15,104,54,6298538,3605547,766,4707.0
53101,Marie Sklodowska Curie Metro H,Network 15,291,152,20192099,12169687,2985,4076.86
24671,Florence Nightingale School,Network 8,115,73,7577768,5901912,876,6737.32
23031,Charles W Earle School,Network 11,46,22,2712119,1591181,272,5849.95
41061,Frederick A Douglass Mid Acad,Network 15,20,9,1281255,815991,30,27199.7
29261,Edgar Allan Poe Classical Scho,Network 13,19,9,1343237,693288,228,3040.74
22331,Orville T Bright Elementary School,Network 13,52,24,2718992,1534700,189,8120.08
29231,Walter L Newberry Mathematics & Science Academy,Network 4,63,33,3849379,2465278,311,7926.94
22321,Norman Bridge School,Network 1,92,67,6478050,5264488,1072,4910.89
25121,Paul Revere Accelerated School,Network 12,25,14,1434395,911187,199,4578.82
22761,Henry Clissold School,Network 10,71,29,4207599,2281421,446,5115.3
23681,James Hedges School Main,Network 8,64,39,4167991,3137460,468,6703.99
23821,Charles N Holden School,ISP,52,33,3376136,2369285,395,5998.21
26631,Oscar Depriest School,Network 3,74,43,4924999,3506007,439,7986.37
47091,Chicago HS for Agricultural Sc,ISP,108,49,6758821,3745773,776,4827.07
24441,Emmit Louis Till Math/Sci Acad,Network 9,46,26,2435024,1524309,345,4418.27
46131,Edwin G Foreman High School,Network 14,102,60,6324638,4461163,613,7277.59
23381,Robert J. Richardson Middle,Network 10,104,70,7207887,5700405,807,7063.73
24961,Josiah L Pickard School,Network 7,52,28,3548048,2253269,321,7019.53
22371,Bouchet Academy,Network 12,71,33,4660223,2697959,612,4408.42
46371,King Selective Enrollment HS,Network 17,70,34,3733080,2530917,810,3124.57
24221,Henry D Lloyd School,Network 3,95,60,6345026,4950052,795,6226.5
53041,Charles Allen Prosser Car Acd,Network 15,134,72,8857411,5534368,1224,4521.56
46171,Hyde Park Career Academy,Network 17,87,45,6119302,3781908,861,4392.48
29181,James E Mcdade Classical Sch,Network 12,21,10,1350991,829932,210,3952.06
30101,Ruben Salazar Bilng Ed Ctr Sch,ISP,42,25,2800813,1954406,355,5505.35
22041,Alcott Col Prep ES,Network 4,73,47,4297130,3189705,548,5820.62
46431,North Grand High School,Network 15,116,70,7670451,5369258,1021,5258.83
26781,Talman School,ISP,53,32,3182677,2262669,320,7070.85
23891,Countee Cullen School,Network 13,23,12,1583123,1043320,156,6687.95
22871,Everett Mckinley Dirksen Schoo,Network 1,84,51,5758258,4374253,1244,3516.24
23161,James B Farnsworth School,Network 1,77,43,4978511,3469565,479,7243.37
26031,R Nathaniel Dett School,Network 6,64,27,3181257,1704285,298,5719.08
29381,Robert A Black Magnet School,Network 12,42,25,3100554,2215073,368,6019.21
22411,Edmund Burke School,Network 9,55,32,3180673,2139898,294,7278.57
31161,Lawndale Comm Academy,Network 5,36,17,1946423,1120231,194,5774.4
24741,Richard J Oglesby School,Network 11,55,32,3515769,2419323,265,9129.53
53011,Chicago Vocational Career Academy,Network 17,126,60,7256440,4460457,636,7013.27
22531,Daniel R Cameron School,Network 5,79,49,5227992,3883741,640,6068.39
23021,Thomas Drummond School,Network 6,40,21,2474274,1663288,324,5133.59
23561,Bret Harte School,Network 9,33,19,2337234,1528349,314,4867.36
24471,James B Mcpherson School,Network 2,107,55,6553525,4138861,760,5445.85
24891,Helen C Peirce School Of International Studies,ISP,116,73,7376449,5332438,1107,4817.02
25191,William H Ryder Math/Science Specialty School,Network 11,67,29,4046558,2335737,344,6789.95
29091,Matthew Gallistel Language Academy,Network 13,80,48,5629180,3979513,588,6767.88
23971,Kate S Kellogg School,Network 10,36,18,2203550,1396767,298,4687.11
24731,William B Ogden School,Network 15,215,133,12796592,9362840,836,11199.55
24251,James Russell Lowell Elementary School,Network 5,63,32,3427430,2267060,287,7899.17
30051,Daniel Carter Beard School,,83,27,4372965,1931908,0,0.0
23611,Emiliano Zapata Academy,Network 7,92,53,5518999,3991159,436,9154.02
22391,Lyman A Budlong School,ISP,83,54,5217674,3997517,748,5344.28
22851,Daniel J Corkery School,Network 7,64,37,3954637,2725217,430,6337.77
26831,Durkin Park School,Network 10,68,45,4703816,3591320,647,5550.71
47051,Gwendolyn Brooks High School,ISP,94,56,6444991,4551758,999,4556.33
24921,Harold Washington School,Network 12,43,24,2751211,1935495,239,8098.3
22141,John Barry Elementary School,Network 4,70,49,4318012,3435079,449,7650.54
22661,Horace Greeley School,Network 4,57,37,3656801,2786699,327,8522.05
22301,Alex Haley School,Network 13,61,33,4008290,2893873,424,6825.18
25291,Franz Peter Schubert School,Network 3,77,47,4818219,3691524,569,6487.77
11673,Diverse Lrn Service Delivery,,83,0,6020064,0,0,0.0
24911,William Penn School,Network 7,42,20,2420244,1465004,191,7670.17
26381,Oliver S Westcott School,Network 11,50,28,2978817,2069319,367,5638.46
22801,John W Cook School,Network 11,46,23,2925006,1919010,274,7003.69
22821,John C Coonley School,Network 2,96,59,5935688,4387101,730,6009.72
24991,Laura S Ward School,Network 5,49,26,3191956,2064177,266,7760.06
24361,John L Marsh School,Network 13,80,41,5186962,3187380,544,5859.16
49041,Consuella B. York Alt HS,,55,46,5235430,4480736,0,0.0
22551,Andrew Carnegie School,Network 9,54,31,3538509,2507042,364,6887.5
22771,Edward Coles Model For Exl Sch,Network 12,50,28,2828713,2026998,257,7887.15
46201,John F Kennedy High School,Network 16,163,111,11360198,9039745,1595,5667.5
22471,Jonathan Burr School,Network 6,41,29,2727255,2114181,461,4586.05
24851,Louis Pasteur School,Network 8,69,40,4661074,3361397,577,5825.64
25451,John Spry Community School,Network 16,59,37,3641294,2709381,295,9184.31
25521,Harriet Beecher Stowe School,Network 5,77,47,4361522,3187804,574,5553.68
29171,Andrew Jackson Language Acad,Network 6,50,24,3324064,1750341,456,3838.46
53021,Dunbar Vocational Career Acad,Network 17,55,27,3489382,2084629,366,5695.69
22211,Jacob Beidler School,Network 5,44,25,2726200,1879241,229,8206.3
22791,Christopher Columbus School,ISP,26,17,1693884,1248402,253,4934.42
25541,William K Sullivan Specialty School,Network 12,68,35,4437045,2953242,403,7328.16
23311,Joseph E Gary School,Network 7,110,72,6435460,4817033,700,6881.46
25591,Douglas Taylor School,Network 13,52,33,3347444,2563384,311,8242.4
26291,Adam Clayton Powell Jr Padaeia,Network 12,58,34,3708656,2863266,530,5402.38
31261,Jose De Diego Comm Academy,Network 5,84,40,4821747,2965862,561,5286.77
26451,Brighton Park School,Network 8,45,27,2944246,2101596,285,7374.04
23831,Oliver Wendell Holmes School,Network 8,25,15,1549118,1084849,143,7586.37
23371,William C Goudy School,Network 2,76,52,5068924,4005665,497,8059.68
29301,Ole A Thorp Scholastic Academy,ISP,81,38,5430172,2938218,830,3539.96
29021,Burnside Scholastic Academy,Network 12,53,20,3578679,1718168,274,6270.71
23711,Helen M Hefferan School,Network 5,41,18,2535522,1417543,205,6914.84
22601,Rachel Carson School,ISP,102,61,5153723,3586912,715,5016.67
22101,Avalon Park School,Network 12,32,18,1875622,1210771,196,6177.4
29281,Mark Skinner School,Network 6,107,55,6307367,4148876,1143,3629.81
24451,Francis M Mckay School,Network 10,82,45,5321422,3689460,595,6200.74
29271,Harriet E Sayre Language Acad,Network 3,56,33,3386263,2369741,380,6236.15
23211,Eugene Field School,Network 2,22,14,1133443,664430,128,5190.87
25401,Washington D Smyser School,Network 1,80,52,5801692,4483425,744,6026.12
46311,William Howard Taft High Schoo,Network 14,297,167,21620041,13784508,4320,3190.92
47081,Frederick W Von Steuben Metropolitan Science Center,Network 14,149,103,10832401,8351341,1703,4903.93
25831,John Whistler School,Network 13,41,22,2544230,1664594,229,7268.97
24191,Abraham Lincoln School,Network 4,76,51,5226106,3818843,840,4546.29
24871,Ferdinand W Peck School,ISP,105,53,5398916,3374464,731,4616.22
24801,Luke O'Toole School,Network 11,35,21,2436040,1728259,287,6021.82
24971,John T Pirie Fine Arts & Acad,Network 12,34,19,1997529,1407383,197,7144.09
24171,Arthur A Libby School,Network 8,45,24,2809593,1885988,269,7011.11
22571,Charles Carroll School,Network 10,52,32,3483082,2499245,397,6295.35
24381,Roswell B Mason Elementary School,Network 7,40,22,2745061,1927851,215,8966.76
25361,James Shields Elementary School,Network 8,78,46,4946786,3575569,428,8354.12
25411,John M Smyth School,Network 6,68,35,3498460,2266206,327,6930.3
24071,John H Kinzie School,ISP,88,42,5748035,3543528,628,5642.53
24931,Irma C Ruiz School,Network 7,69,44,4682772,3589645,424,8466.15
29321,Beasley Academic Center Magnet,Network 9,114,55,7470397,4566778,1136,4020.07
23871,Thomas Hoyne School,Network 12,27,17,1810562,1404459,219,6413.05
24301,James Madison School,Network 12,26,15,1934368,1402914,200,7014.56
25141,Philip Rogers School,Network 2,78,51,5424887,4100107,791,5183.47
24691,Alfred Nobel School,ISP,71,45,4490540,3292782,551,5976.03
26251,Irvin C Mollison School,Network 9,36,21,2346699,1735176,216,8033.26
23291,Frederick Funston School,Network 4,65,37,3512461,2468790,424,5822.57
49081,Jacqueline B Vaughn Occ HS,Network 14,87,28,4750571,2161979,224,9651.67
25781,Thomas J Waters School,Network 2,53,39,3530693,2929017,682,4294.73
22271,Daniel Boone School,Network 2,87,54,5672511,4289158,722,5940.64
51021,Harlan Community Academy HS,Network 17,47,21,2946809,1677831,205,8184.51
29401,Walt Disney Magnet School,Network 2,129,67,8288353,4962827,1447,3429.75
31041,Crown Comm Acad Fine Arts Ct,Network 5,38,19,2010008,1242093,106,11717.87
23101,Edward (Duke) K Ellington Scho,Network 3,63,38,4163728,3149310,482,6533.85
29361,Ted Lenart Regional Gifted Cen,Network 11,28,17,1810421,1242207,301,4126.95
22421,Augustus H Burley Elementary School,Network 4,47,31,3296731,2468961,501,4928.08
22991,Jms R Doolittle Jr In/Up Cy Et,Network 9,33,18,1725026,1041083,243,4284.3
23301,John W Garvy School,Network 1,67,47,4757901,3899524,706,5523.39
31201,Parkside Community Academy,Network 12,33,18,2128414,1347883,242,5569.76
25861,John Greenleaf Whittier School,Network 7,30,18,2001505,1394130,228,6114.63
22741,Grover Cleveland School,Network 1,74,46,4735176,3578924,489,7318.88
24951,Marcus Moziah Garvey School,Network 13,27,16,1809282,1201156,243,4943.04
26841,North River School,Network 1,39,26,2447174,1885151,302,6242.25
25791,Daniel Webster School,Network 5,36,18,2034009,1322201,196,6745.93
41091,Logandale Middle School,Network 4,75,44,4937461,3773137,437,8634.18
23151,Laughlin Falconer School,Network 3,107,69,7013514,5433705,821,6618.4
22891,Nathan S Davis School & Annex,Network 8,87,50,5063007,3550865,524,6776.45
22281,Scott Joplin School,Network 11,42,29,2865518,2298120,263,8738.09
22021,Jane Addams School,Network 13,64,42,4508299,3482863,516,6749.75
22731,Henry Clay School,Network 13,65,42,4447471,3356523,559,6004.52
23261,Foster Park School,Network 11,49,23,2947433,1780102,337,5282.22
29191,Inter-American Magnet,Network 4,72,47,4627368,3471871,626,5546.11
24331,Horace Mann School,Network 12,38,23,2357835,1516700,245,6190.61
47031,Emil G Hirsch Metro HS,Network 17,26,12,1667457,923823,118,7829.02
24101,Rodolfo Lozano Bil & Intrnl Ct,Network 6,50,25,2578481,1537143,260,5912.09
46251,Morgan Park High School,Network 16,122,70,8396134,5873975,1202,4886.8
53051,Ellen H Richards Career Acad,Network 16,39,22,2358497,1563018,336,4651.85
25841,Eli Whitney School,Network 7,85,50,5485532,4086182,564,7245.02
25681,Alessandro Volta School,Network 1,82,55,5397065,4272839,722,5918.06
30031,Walter S Christopher School,Network 8,113,35,6375557,3054918,303,10082.21
67021,Peace and Educ Coalition,,34,20,2331667,1498948,0,0.0
25181,Martha M Ruggles School,Network 12,41,23,2557194,1779437,266,6689.61
24571,Donald L Morrill Mth/Sci Spc S,Network 10,62,40,3903036,3036750,524,5795.31
25091,William Claude Reavis School,Network 9,36,21,2051979,1431545,284,5040.64
23481,John C Haines School,Network 6,58,38,3902609,3075922,458,6715.97
29081,Franklin Fine Arts Center,Network 4,37,23,2429055,1778443,338,5261.68
29121,Frank W Gunsaulus Schol Acad,Network 8,71,45,4410031,3135871,664,4722.71
31111,John Hay Comm Academy School,Network 3,41,23,2338702,1558541,213,7317.07
23251,Joseph Kellman Corporate Community School,Network 5,30,17,2062569,1467559,183,8019.45
29241,William Bishop Owen Schol Acad,Network 10,35,14,2087478,1014139,284,3570.91
46391,George Henry Corliss High School,Network 17,54,26,3555917,2168479,390,5560.23
22261,James G Blaine School,Network 4,92,56,6132852,4591320,628,7311.01
25331,Arnold Mireles Academy,Network 12,56,33,3278103,2442850,485,5036.8
22491,Milton Brunson Specialty Elementary School,Network 3,56,31,3530387,2492062,427,5836.21
29371,Albert R Sabin Magnet School,Network 6,56,36,3592109,2754853,357,7716.66
30081,Frederick Stock School,,45,22,2976375,1833424,0,0.0
25441,Herbert Spencer Math & Sci Aca,Network 3,61,33,3195956,2052476,388,5289.89
23431,Nathanael Greene School,Network 8,48,29,3111008,2274581,319,7130.36
22031,Louis J Agassiz School,Network 4,59,36,3692225,2551025,339,7525.18
22701,Salmon P Chase School,Network 4,77,38,4668207,2871439,426,6740.49
25871,A N Pritzker School,Network 6,67,44,4409012,3295385,681,4839.03
23961,Joseph Jungman School,ISP,54,30,3255299,2209967,295,7491.41
25041,George M Pullman School,Network 13,45,25,2731906,1859590,276,6737.62
49031,Southside Occupational Academy,,109,41,5937272,3105378,0,0.0
25941,Carrie Jacobs Bond School,Network 11,45,22,2461431,1576039,248,6354.99
29151,Maria Saucedo Scholastic Academy,Network 7,106,50,6636317,3812378,908,4198.66
49101,Ray Graham Training Center,,57,19,3043720,1358797,0,0.0
26421,Mary E Mcdowell School,ISP,21,9,1331813,693850,88,7884.67
31081,Stephen F Gale Comm Academy,Network 2,50,23,2651728,1486482,338,4397.91
22511,Caldwell Acad Of Math Sci/Tech,ISP,31,16,1996434,1331114,200,6655.57
20071,Columbia Explorers Academy,ISP,96,55,5728276,4001519,645,6203.9
26621,Charles H Wacker School,ISP,36,16,2319286,1375029,213,6455.52
46041,William J Bogan Comp Tech HS,Network 16,101,48,6454473,3575386,632,5657.23
23081,Richard Edwards School,Network 8,156,85,10068306,6807326,1124,6056.38
29341,Jensen Scholastic Academy School,Network 5,46,24,2912663,1958155,218,8982.36
23671,Phoebe Apperson Hearst School,Network 10,60,32,3511117,2165003,271,7988.94
46191,Kelvyn Park High School,Network 14,63,36,3584194,2338582,531,4404.1
25621,George W Tilton School,Network 5,36,18,2456753,1527687,216,7072.64
23011,John B Drake School,Network 9,47,23,2788205,1823369,283,6443.0
23221,John Fiske School,Network 9,51,27,3648803,2363362,361,6546.71
22901,Charles Gates Dawes School,Network 10,97,61,6696603,5145026,888,5793.96
22481,John C Burroughs School,Network 8,46,27,3137177,2268068,288,7875.26
23071,Edgebrook School,Network 1,49,30,2915937,2181229,526,4146.83
31121,Thomas A Hendricks Community Academy,Network 9,49,22,2575274,1546435,184,8404.54
23391,Alexander Graham School,Network 6,52,28,3171865,2113363,361,5854.2
24051,Lazaro Cardenas School,ISP,117,76,7946555,5883642,725,8115.36
24881,Washington Irving School,Network 6,52,27,3116497,1992090,307,6488.88
26731,Barbara Vick Early Childhood & Family Center,,55,29,3390934,2303012,0,0.0
24601,Mount Vernon School,Network 13,29,18,1910456,1257972,215,5851.03
25571,George B Swift Specialty Schoo,Network 2,76,47,4798948,3557927,512,6949.07
23351,Jesse Owens Elem Comm Academy,Network 13,52,25,3056441,1814376,323,5617.24
22131,Alice L Barnard Comp Mth/Sc Ct,Network 10,34,16,2323340,1390798,226,6153.95
32081,Ashburn Community Area School,Network 10,54,30,3385213,2543609,310,8205.21
23441,John Gregory School,Network 5,42,22,2752368,1822751,237,7690.96
25991,Joseph Brennemann School,Network 2,62,34,3234744,2280901,473,4822.21
70241,Alcott College Prep HS,Network 15,41,29,2618364,2129313,373,5708.63
23801,William G Hibbard School,Network 1,90,63,6351788,5133022,840,6110.73
24131,Wendell E Green School,Network 11,42,19,2727397,1622423,277,5857.15
24421,George B McClellan School,Network 6,60,28,3303054,1969987,285,6912.25
24621,John B Murphy School,Network 1,58,39,3950319,2980561,526,5666.47
32021,Lionel Hamptn Fin/Perf Art Sch,Network 10,59,33,3648813,2462746,417,5905.89
