Dept ID,Department,Network,Total Staff,Teaching Staff,Total Staff Budget,Teaching Staff Budget,Students,Teacher Spending Per Student
47021,William Jones Academic Mag HS,Network 15,175,112,12878150,9473967,1970,4809.06
22231,Alexander Graham Bell School,Network 4,98,61,7304719,5149686,888,5799.18
26391,George Leland School,Network 3,56,31,3965559,2628941,321,8189.83
24401,Oscar F Mayer School,Network 4,76,47,5016705,3712671,705,5266.18
49051,Simpson Academy for Yng Women,,20,13,1555461,1147273,0,0.0
31181,Francis W Parker Comm Academy,Network 11,62,29,4061434,2461100,344,7154.37
23341,J W Von Goethe School,Network 4,88,51,5190708,3842878,710,5412.53
25771,George Washington School,Network 13,66,43,4602912,3456162,562,6149.74
23491,Nathan Hale School,Network 10,84,50,6322207,4751039,756,6284.49
24241,Joseph Lovett School,Network 3,40,25,2652159,1975522,326,6059.86
24461,Hanson Park School,Network 3,169,88,12239655,8237822,1049,7853.02
31281,Orozco Academy,Network 7,53,25,2950733,1711994,275,6225.45
23201,Fernwood School,Network 13,31,19,1475149,860189,243,3539.88
30141,Courtenay Language Arts Center,Network 2,76,32,4190970,2346088,275,8531.25
24431,Cyrus H Mccormick School,Network 7,70,43,4762173,3481042,438,7947.54
22171,Newton Bateman School,Network 1,95,61,6607496,4912507,873,5627.19
25581,Mancel Talcott School,Network 6,69,42,4363352,3136982,522,6009.56
53061,Neal F Simeon Voc High School,Network 17,145,85,10359361,6950690,1143,6081.12
25631,Enrico Tonti School,Network 8,95,57,6631342,4930906,766,6437.18
70020,Walter Payton College Prep HS,Network 15,112,80,8643288,6847184,1257,5447.23
23321,Frank L Gillespie School,Network 12,58,32,3219262,2008988,310,6480.61
25471,Adlai E Stevenson School,Network 10,138,78,9731569,6709183,1131,5932.11
25951,Richard J Daley Academy,Network 8,59,35,3502043,2416152,475,5086.63
24821,John M Palmer School,ISP,75,45,5617556,4125082,738,5589.53
41111,Marine Leadership Acad at Ames,Network 14,91,53,5744831,4095123,571,7171.84
31211,Pulaski International School of Chicago,Network 6,87,52,5971364,4115037,912,4512.11
24711,Norwood Park School,Network 1,42,28,3059568,2330611,287,8120.6
24201,Carl Von Linne School,Network 4,67,48,4662494,3768361,695,5422.06
23041,John F Eberhart School,Network 10,119,75,8450487,6440925,949,6787.1
22201,Jean Baptiste Beaubien School,Network 1,99,56,6715335,4605899,985,4676.01
24941,Mary G Peterson School,Network 1,93,61,6565152,5009672,864,5798.21
46331,George Washington High School,Network 17,163,96,11146023,7731731,1517,5096.74
23751,South Loop School,ISP,93,49,5909263,3823080,797,4796.84
30011,Nancy B Jefferson Alt School,,61,50,5680965,4862460,0,0.0
22311,Brentano Math & Science Academy,Network 4,71,46,4632922,3435997,785,4377.09
23811,Rufus M Hitch School,Network 1,56,37,3919524,2947097,490,6014.44
46421,Benito Juarez High School,Network 15,167,118,12341318,9745399,1656,5884.85
23621,Stephen K Hayt School,Network 2,90,57,6782341,5055655,789,6407.64
25661,Mark Twain School,Network 10,95,60,6831623,5241252,821,6383.95
25071,William H Ray School,Network 9,73,44,4452757,3172939,620,5117.67
45211,Chicago Academy School,Network 1,67,42,4436956,3267583,541,6039.88
32011,Albany Park Multi Acad School,Network 1,30,18,2073112,1503761,241,6239.68
26651,Mahalia Jackson School,Network 11,51,25,3397355,2150723,289,7441.94
25031,Ernst Prussing,Network 1,67,47,4996025,4072075,641,6352.72
24281,Mary Lyon School,Network 3,110,78,7949781,6333588,946,6695.13
25021,William H Prescott School,Network 4,52,31,3790914,2767459,477,5801.8
53091,David G Farragut Career Academy High School,Network 16,102,44,5817586,2957704,479,6174.76
23901,Charles Evans Hughes School,Network 7,31,19,2021667,1425041,173,8237.23
23401,William P Gray School,Network 1,98,66,7645438,6037567,970,6224.25
46511,Lindblom Math and Science Academy High School,Network 16,156,97,9949050,7399179,1307,5661.21
29161,Lasalle Language Academy School,Network 4,59,38,4087889,3122174,464,6728.84
23421,Ariel Community Academy,Network 9,63,35,3771439,2454124,315,7790.89
46381,Carver Military Acad HS,Network 17,63,28,4303789,2302808,450,5117.33
24841,Park Manor School,Network 12,42,20,2664202,1588817,261,6087.41
25881,Wildwood IB World Magnet,Network 1,59,35,4028821,2882083,526,5479.25
46021,Hancock High School,Network 15,94,63,7185061,5517838,1050,5255.12
24611,Wolfgang A Mozart School,Network 4,70,40,4551654,3205605,471,6805.97
23591,Helge A Haugan School,ISP,107,66,7170266,5304186,1030,5149.71
22831,Peter Cooper Dual Language Academy,Network 7,67,41,4223713,3065467,420,7298.71
24591,Mount Greenwood School,ISP,94,65,6740860,5186879,1172,4425.58
25241,Jonathan Y Scammon School,Network 1,63,44,4504351,3568906,597,5978.11
46361,Kenwood Academy,Network 17,177,111,13052677,9128238,2223,4106.21
29041,Turner-Drew Language Academy,Network 11,34,13,2363984,1191067,176,6767.42
22751,DeWitt Clinton School,ISP,102,72,7572561,6045759,1029,5875.36
23461,Robert L Grimes School,Network 10,51,31,3458586,2575608,357,7214.59
25381,John D Shoop School,Network 13,59,33,3689677,2446508,433,5650.12
29141,Galileo Scholastic Academy Of Math & Science,Network 6,61,35,4724180,3136796,552,5682.6
46241,Stephen T Mather High School,Network 14,161,113,12510435,9823947,1713,5734.97
26331,Richard Henry Lee School,ISP,72,46,5154635,3842274,570,6740.79
24231,Josephine C Locke School,Network 3,121,72,8328860,5960502,1028,5798.19
23991,Joshua D Kershaw School,Network 11,45,21,2753265,1670885,204,8190.61
46301,Roger C Sullivan High School,Network 14,90,50,5959127,3938418,790,4985.31
25431,Hannah G Solomon School,Network 1,50,28,3114524,2100282,307,6841.32
29201,Mark Sheridan Mathematics & Science Academy,Network 6,53,30,3865253,2593393,517,5016.24
25231,Sidney Sawyer School,Network 8,111,69,8078372,5939704,865,6866.71
22241,Frank I Bennett School,Network 13,35,19,2415319,1576575,289,5455.29
51071,Wells Community Academy HS,Network 15,55,29,3753666,2419483,419,5774.42
46221,Albert G Lane Tech High School,Network 14,342,254,26156996,21615881,4650,4648.56
22501,Michael M Byrne School,Network 10,76,39,5039597,3311087,551,6009.21
22971,Arthur Dixon School,Network 12,48,29,3343139,2479104,390,6356.66
22541,Arthur E Canty,Network 1,89,56,6228193,4603667,790,5827.4
24661,Louis Nettelhorst School,Network 4,83,53,5498888,4075510,645,6318.64
23541,William F Finkl School,Network 7,52,26,3328429,2122533,211,10059.4
46211,Lake View High School,Network 14,163,102,11919415,8801675,1474,5971.32
25371,Beulah Shoesmith School,Network 9,39,23,2522957,1690448,296,5710.98
25011,Portage Park School,Network 1,97,55,6554151,4647568,899,5169.73
26021,Willa Cather School,Network 5,65,29,3606615,2344578,293,8002.0
23361,Virgil Grissom School,Network 13,41,25,2706804,1882744,266,7077.98
22181,Lillian R Nicholson Sch-Mth/Sc,Network 11,57,32,4107023,2757756,439,6281.9
24631,Ronald H Brown Community Academy,Network 13,34,21,2588424,1907337,267,7143.59
46401,Percy L Julian High School,Network 16,74,36,5133491,3193231,424,7531.24
24531,James Monroe School,Network 4,82,53,5951249,4528977,606,7473.57
46341,Gurdon S Hubbard High School,Network 16,175,97,12814651,8344471,1581,5277.93
23001,John C Dore School,Network 10,92,48,5769353,3972664,711,5587.44
22161,Perkins Bass School,Network 11,56,35,3809962,2766892,293,9443.32
23531,Charles G Hammond School,Network 7,47,31,3011698,2221836,236,9414.56
26591,Medgar Evers School,Network 11,34,18,2261538,1399532,194,7214.09
31251,Thomas J Higgins Comm Academy,Network 13,33,18,2287485,1446318,269,5376.65
25301,William H Seward Com Arts Acad,Network 8,62,40,4498494,3351520,362,9258.37
23931,Minnie Mars Jamieson School,Network 2,91,60,6247718,4626607,788,5871.35
46061,Northside College Prep,Network 14,103,67,7930898,6104558,1069,5710.55
25731,John A Walsh School,Network 7,54,28,3796132,2525572,299,8446.75
46031,Roald Amundsen High School,Network 14,156,86,11253947,7104150,1447,4909.58
46271,Theodore Roosevelt High School,Network 14,122,78,9080246,6774383,1085,6243.7
24681,William P Nixon School,Network 4,72,45,4918038,3701897,665,5566.78
22521,Little Village Academy,ISP,84,54,5823174,4417412,547,8075.67
23081,Richard Edwards School,Network 8,163,87,11007575,7484787,1124,6659.08
70070,Chicago Military Academy,Network 17,50,25,3266747,1816912,231,7865.45
53101,Marie Sklodowska Curie Metro H,Network 15,301,156,22460142,13490250,2985,4519.36
24671,Florence Nightingale School,Network 8,111,70,7960577,6087458,876,6949.15
23031,Charles W Earle School,Network 11,44,21,2589776,1470096,272,5404.77
41061,Frederick A Douglass Mid Acad,Network 15,21,11,1371973,760721,30,25357.37
29261,Edgar Allan Poe Classical Scho,Network 13,26,12,1759151,916683,228,4020.55
22331,Orville T Bright Elementary School,Network 13,52,29,2711851,1623734,189,8591.19
22321,Norman Bridge School,Network 1,96,66,7190872,5649938,1072,5270.43
22761,Henry Clissold School,Network 10,76,29,4727922,2386646,446,5351.21
23681,James Hedges School Main,Network 8,68,39,4417129,3207417,468,6853.43
23821,Charles N Holden School,ISP,53,34,3423339,2523263,395,6388.02
26631,Oscar Depriest School,Network 3,75,42,5158542,3571005,439,8134.42
47091,Chicago HS for Agricultural Sc,ISP,118,55,7856253,4455746,776,5741.91
46131,Edwin G Foreman High School,Network 14,92,51,6643708,4571528,613,7457.66
23381,Robert J. Richardson Middle,Network 10,99,65,7382895,5698911,807,7061.86
24961,Josiah L Pickard School,Network 7,53,29,3694430,2372210,321,7390.06
22371,Bouchet Academy,Network 12,78,34,5110425,2844205,612,4647.39
24221,Henry D Lloyd School,Network 3,91,56,6535243,5021244,795,6315.99
53041,Charles Allen Prosser Car Acd,Network 15,136,77,9872045,6510768,1224,5319.27
46171,Hyde Park Career Academy,Network 17,94,47,6747667,4017084,861,4665.61
29181,James E Mcdade Classical Sch,Network 12,24,14,1459815,891604,210,4245.74
24441,Emmit Louis Till Math/Sci Acad,Network 9,44,24,2721544,1880036,345,5449.41
22041,Alcott Col Prep ES,Network 4,86,53,5765968,4148691,548,7570.57
46431,North Grand High School,Network 15,125,77,9107626,6506110,1021,6372.28
26781,Talman School,ISP,57,31,3584068,2345598,320,7329.99
23891,Countee Cullen School,Network 13,24,12,1753292,1098486,156,7041.57
22871,Everett Mckinley Dirksen Schoo,Network 1,97,58,6886821,5153200,1244,4142.51
23161,James B Farnsworth School,Network 1,78,44,5483672,3829506,479,7994.82
26031,R Nathaniel Dett School,Network 6,64,28,3442132,1828129,298,6134.65
22411,Edmund Burke School,Network 9,51,28,3307957,2238885,294,7615.26
31161,Lawndale Comm Academy,Network 5,37,17,2063447,1242513,194,6404.67
24741,Richard J Oglesby School,Network 11,47,28,3256858,2280034,265,8603.91
53011,Chicago Vocational Career Academy,Network 17,125,54,7975777,4548368,636,7151.49
23021,Thomas Drummond School,Network 6,44,24,2957201,1885294,324,5818.81
24471,James B Mcpherson School,Network 2,110,50,7194399,4337627,760,5707.41
24891,Helen C Peirce School Of International Studies,ISP,113,71,7950559,5737835,1107,5183.19
25191,William H Ryder Math/Science Specialty School,Network 11,87,39,5167475,3223031,344,9369.29
29091,Matthew Gallistel Language Academy,Network 13,76,44,5411547,3797357,588,6458.06
23971,Kate S Kellogg School,Network 10,40,19,2516224,1503051,298,5043.78
24731,William B Ogden School,Network 15,189,113,12650620,9214239,836,11021.83
24251,James Russell Lowell School,Network 5,61,28,3958772,2490581,287,8678.0
30051,Daniel Carter Beard School,,112,40,6329640,3060976,0,0.0
23611,Emiliano Zapata Academy,Network 7,81,47,5537753,4050054,436,9289.16
23151,Laughlin Falconer School,Network 3,109,70,7457699,5773119,821,7031.82
22391,Lyman Budlong Elem,ISP,84,52,5805205,4301074,748,5750.13
22851,Daniel J Corkery School,Network 7,64,34,3963221,2748138,430,6391.04
26831,Durkin Park School,Network 10,82,49,5572093,4162577,647,6433.65
47051,Gwendolyn Brooks High School,ISP,104,58,7527833,5090697,999,5095.81
24921,Harold Washington School,Network 12,41,23,2818141,1963740,239,8216.49
22141,John Barry Elementary School,Network 4,66,41,4110515,3075831,449,6850.41
22661,Horace Greeley School,Network 4,56,35,3905071,2915501,327,8915.94
22301,Alex Haley School,Network 13,58,32,4275210,3000370,424,7076.32
22091,Audubon Elementary School,Network 4,54,38,3813646,2866013,489,5860.98
25291,Franz Peter Schubert School,Network 3,70,43,4788062,3658401,569,6429.54
11673,Diverse Lrn Service Delivery,,86,0,6005421,0,0,0.0
26721,Sandoval School,Network 8,86,53,5795856,4482072,697,6430.51
24911,William Penn School,Network 7,42,20,2547585,1686050,191,8827.48
26381,Oliver S Westcott School,Network 11,54,29,3662701,2571833,367,7007.67
22801,John W Cook School,Network 11,45,25,3069691,2121816,274,7743.84
22821,John C Coonley School,Network 2,91,55,5887835,4207535,730,5763.76
24991,Laura S Ward School,Network 5,58,31,3558933,2431561,266,9141.19
24361,John L Marsh School,Network 13,85,43,5709025,3503661,544,6440.58
49041,Consuella B. York Alt HS,,57,48,5694402,4864056,0,0.0
22551,Andrew Carnegie School,Network 9,54,34,3275832,2262606,364,6215.93
22771,Edward Coles Model For Exl Sch,Network 12,48,26,2987572,2005539,257,7803.68
46201,John F Kennedy High School,Network 16,157,101,11458187,8833447,1595,5538.28
22471,Jonathan Burr School,Network 6,45,33,3338186,2640945,461,5728.7
24851,Louis Pasteur School,Network 8,75,39,5085499,3537818,577,6131.4
29081,Franklin Fine Arts Center,Network 4,38,23,2722563,1829292,338,5412.12
25451,John Spry Community School,Network 16,53,33,3768480,2708249,295,9180.51
25521,Harriet Beecher Stowe School,Network 5,76,46,4694295,3331576,574,5804.14
29171,Andrew Jackson Language Acad,Network 6,47,23,3237617,1761071,456,3861.98
53021,Dunbar Vocational Career Acad,Network 17,64,33,4335635,2751099,366,7516.71
22211,Jacob Beidler School,Network 5,44,25,2957925,2056123,229,8978.72
22791,Christopher Columbus School,ISP,27,18,1690124,1297147,253,5127.08
23311,Joseph E Gary School,Network 7,101,64,6376819,4757135,700,6795.87
25591,Douglas Taylor Elementary School,Network 13,50,33,3518655,2642318,311,8496.19
26291,Adam Clayton Powell Jr Padaeia,Network 12,61,34,4319304,3028655,530,5714.46
31261,Jose De Diego Comm Academy,Network 5,83,38,5150755,3045844,561,5429.33
23831,Oliver Wendell Holmes School,Network 8,23,14,1692803,1167152,143,8161.9
22531,Daniel R Cameron School,Network 5,81,51,5087024,4034330,640,6303.6
23371,William C Goudy School,Network 2,73,47,5167642,4011115,497,8070.67
29301,Ole A Thorp Scholastic Academy,ISP,88,42,6187723,3535069,830,4259.08
29021,Burnside Scholastic Academy,Network 12,52,17,3774545,1614680,274,5892.99
23711,Helen M Hefferan School,Network 5,44,23,2742537,1632423,205,7963.03
22601,Rachel Carson School,ISP,105,59,5589938,3683658,715,5151.99
22101,Avalon Park School,Network 12,34,18,2098999,1276236,196,6511.41
29281,Mark Skinner School,Network 6,102,55,6819825,4468237,1143,3909.18
24451,Francis M Mckay School,Network 10,82,45,5933980,4037352,595,6785.47
29271,Harriet E Sayre Language Acad,Network 3,61,38,4208046,3066830,380,8070.61
23211,Eugene Field School,Network 2,22,14,1518879,1019172,128,7962.29
25401,Washington D Smyser School,Network 1,82,51,5825054,4426170,744,5949.16
46311,William Howard Taft High Schoo,Network 14,361,186,27507827,16302488,4320,3773.82
47081,Frederick W Von Steuben Metropolitan Science Center,Network 14,149,101,11683420,9078883,1703,5331.16
25831,John Whistler School,Network 13,43,20,2798474,1794611,229,7836.73
24871,Ferdinand W Peck School,ISP,102,50,6018866,3884594,731,5314.09
24801,Luke O'Toole School,Network 11,42,25,2860521,2025401,287,7057.18
24971,John T Pirie Fine Arts & Acad,Network 12,35,20,2255168,1485256,197,7539.38
24171,Arthur A Libby School,Network 8,48,26,3240855,2047185,269,7610.34
22571,Charles Carroll School,Network 10,53,31,3864389,2784178,397,7013.07
24381,Roswell B Mason Elementary School,Network 7,42,23,2434920,1694580,215,7881.79
25361,James Shields Elementary School,Network 8,68,37,4948157,3521042,428,8226.73
25791,Daniel Webster School,Network 5,40,18,2453456,1517772,196,7743.74
25411,John M Smyth School,Network 6,66,35,4096349,2752343,327,8416.93
24071,John H Kinzie School,ISP,91,47,6276061,3917857,628,6238.58
24931,Irma C Ruiz School,Network 7,67,40,4445073,3162194,424,7457.96
29321,Beasley Academic Center Magnet,Network 9,126,58,8329796,4860472,1136,4278.57
23871,Thomas Hoyne School,Network 12,26,15,2080760,1454942,219,6643.59
24301,James Madison School,Network 12,28,16,2046053,1363166,200,6815.84
25141,Philip Rogers School,Network 2,89,56,6291274,4692230,791,5932.02
24691,Alfred Nobel School,ISP,71,44,4396233,3179822,551,5771.01
26251,Irvin C Mollison School,Network 9,39,24,2793792,2186415,216,10122.27
23291,Frederick Funston School,Network 4,74,39,4235150,2727228,424,6432.15
49081,Jacqueline B Vaughn Occ HS,Network 14,97,31,5814627,2594616,224,11583.11
25781,Thomas J Waters School,Network 2,60,40,3986805,3149876,682,4618.57
23051,Christian Ebinger,Network 1,80,50,5354207,4170876,694,6009.96
29401,Walt Disney Magnet School,Network 2,142,75,9862670,5998872,1447,4145.73
23101,Edward (Duke) K Ellington Scho,Network 3,68,38,4605805,3377523,482,7007.3
29361,Ted Lenart Regional Gifted Cen,Network 11,28,17,1949823,1310569,301,4354.07
22991,Jms R Doolittle Jr In/Up Cy Et,Network 9,34,18,2133191,1359105,243,5593.04
23301,John W Garvy School,Network 1,69,49,5237048,4309269,706,6103.77
31201,Parkside Community Academy,Network 12,36,18,2365027,1411351,242,5832.02
25861,John Greenleaf Whittier School,Network 7,32,20,2009814,1569254,228,6882.68
22741,Grover Cleveland School,Network 1,74,48,5217390,3957906,489,8093.87
24951,Marcus Moziah Garvey School,Network 13,34,18,2075977,1300111,243,5350.25
26841,North River School,Network 1,37,24,2424291,1720883,302,5698.27
41091,Logandale Middle School,Network 4,71,42,4959868,3589626,437,8214.25
22891,Nathan S Davis School & Annex,Network 8,94,49,5645553,3817135,524,7284.56
22281,Scott Joplin School,Network 11,41,28,2771951,2167685,263,8242.16
25681,Alessandro Volta School,Network 1,84,52,5549676,4333889,722,6002.64
25921,Ella Flagg Young School,Network 3,62,40,4679923,3616078,402,8995.23
46371,KIng Selective Enrollment HS,Network 17,80,39,4936628,3092168,810,3817.48
22021,Jane Addams School,Network 13,63,41,4360308,3277101,516,6350.97
22731,Henry Clay School,Network 13,68,42,4965793,3607584,559,6453.67
22811,Jordan Community School,Network 2,63,37,4209575,3068614,470,6528.96
23261,Foster Park School,Network 11,49,24,3009487,1850888,337,5492.27
22271,Daniel Boone School,Network 2,89,58,6107252,4541907,722,6290.74
31221,Charles Sumner Mth/Sci Com Acd,Network 5,38,18,2331875,1560920,183,8529.63
29191,Inter-American Magnet,Network 4,75,47,5194906,3825770,626,6111.46
24331,Horace Mann School,Network 12,39,21,2361565,1537243,245,6274.44
47031,Emil G Hirsch Metro HS,Network 17,31,12,2092247,1072156,118,9086.08
24101,Rodolfo Lozano Bil & Intrnl Ct,Network 6,53,27,3102200,1936467,260,7447.94
53051,Ellen H Richards Career Acad,Network 16,48,25,2796418,1669197,336,4967.83
29071,Gerald Delgado Kanoon Mag Sch,Network 7,52,34,3780726,2809570,344,8167.36
30031,Walter Christopher School,Network 8,120,35,6698287,3032325,303,10007.64
25561,Elizabeth H Sutherland School,Network 10,71,35,5100162,3072651,629,4885.02
51091,Roberto Clemente Comm Acad HS,Network 15,109,54,6565481,3757542,766,4905.43
25181,Martha M Ruggles School,Network 12,47,27,2881927,1975461,266,7426.56
25541,William K Sullivan Specialty S,Network 12,76,39,4636912,3079568,403,7641.58
31111,John Hay Comm Academy School,Network 3,46,26,2950301,2010703,213,9439.91
24571,Donald L Morrill Mth/Sci Spc S,Network 10,72,42,4487479,3130664,524,5974.52
25091,William Claude Reavis School,Network 9,40,25,2566595,1918717,284,6756.05
23481,John C Haines School,Network 6,56,40,4085096,3360724,458,7337.84
29121,Frank W Gunsaulus Schol Acad,Network 8,76,50,4929474,3687318,664,5553.2
23251,Joseph Kellman Corporate Community School,Network 5,32,18,2316169,1555292,183,8498.89
29241,William Bishop Owen Schol Acad,Network 10,32,13,2377482,1199927,284,4225.1
67021,Peace and Educ Coalition,,38,23,2505345,1594494,0,0.0
46391,George Henry Corliss High School,Network 17,58,27,3859528,2187172,390,5608.15
25331,Arnold Mireles Academy,Network 12,52,33,3750994,2736065,485,5641.38
22491,Milton Brunson Specialty Elementary School,Network 3,54,31,3620382,2546116,427,5962.81
29371,Albert R Sabin Magnet School,Network 6,52,33,3832022,2865259,357,8025.92
30081,Frederick Stock School,,48,23,3295149,2003278,0,0.0
26281,Henry O Tanner School,Network 12,49,25,3213557,2097675,239,8776.91
25441,Herbert Spencer Math & Sci Aca,Network 3,58,32,3529060,2477569,388,6385.5
23431,Nathanael Greene School,Network 8,45,26,3118726,2162568,319,6779.2
22031,Louis J Agassiz School,Network 4,59,36,4266203,2962433,339,8738.72
22701,Salmon Chase School,Network 4,88,40,5404022,3109827,426,7300.04
25871,A N Pritzker School,Network 6,63,43,4486722,3458547,681,5078.65
23961,Joseph Jungman School,ISP,59,31,3760632,2380558,295,8069.68
25041,George M Pullman School,Network 13,50,27,3033920,1938940,276,7025.13
49031,Southside Occupational Academy,,125,46,7089052,3581628,0,0.0
25941,Carrie Jacobs Bond School,Network 11,50,23,3072908,1926160,248,7766.8
29151,Maria Saucedo Scholastic Academy,Network 7,114,54,7515565,4412651,908,4859.74
22261,James G Blaine School,Network 4,87,53,5602632,4189076,628,6670.52
49101,Ray Graham Training Center,,74,26,4387077,2052315,0,0.0
26421,Mary E Mcdowell School,ISP,22,10,1505913,796267,88,9048.5
31081,Stephen F Gale Comm Academy,Network 2,56,24,3242622,1839050,338,5440.94
22511,Caldwell Acad Of Math Sci/Tech,ISP,33,18,2223210,1488189,200,7440.94
25101,Frank W Reilly School,Network 4,84,51,5418306,4168118,520,8015.6
20071,Columbia Explorers Academy,ISP,99,54,5985632,3971271,645,6157.0
22421,Augustus H Burley School,Network 4,50,33,3485931,2716389,501,5421.95
26621,Charles H Wacker School,ISP,37,18,2630639,1657201,213,7780.28
46041,William J Bogan Comp Tech HS,Network 16,105,47,7226305,3894674,632,6162.48
29341,Jensen Scholastic Academy School,Network 5,45,25,3309329,2334337,218,10707.95
23671,Phoebe Apperson Hearst School,Network 10,58,29,3847487,2280488,271,8415.04
46191,Kelvyn Park High School,Network 14,74,41,4717868,3045728,531,5735.86
25621,George W Tilton School,Network 5,41,22,2786964,1780240,216,8241.85
23221,John Fiske School,Network 9,57,29,3852321,2406046,361,6664.95
46251,Morgan Park High School,Network 16,126,72,9037436,6229296,1202,5182.41
22901,Charles Gates Dawes School,Network 10,111,67,7706625,5730552,888,6453.35
24191,Abraham Lincoln School,Network 4,70,48,5132395,3768385,840,4486.16
22481,John C Burroughs School,Network 8,50,30,3590781,2649855,288,9200.9
22351,William H Brown School,Network 6,47,25,2924456,1906107,233,8180.72
23071,Edgebrook School,Network 1,46,28,2974512,2200347,526,4183.19
31121,Thomas A Hendricks Community Academy,Network 9,49,23,2896210,1739935,184,9456.18
23391,Alexander Graham School,Network 6,47,27,3054261,2070352,361,5735.04
25711,James Wadsworth School,Network 9,64,37,4122369,2799408,461,6072.48
41051,Michele Clark Academic Prep,ISP,76,34,5169736,2688473,473,5683.9
24881,Washington Irving School,Network 6,49,25,3022801,1922718,307,6262.92
26731,Barbara Vick Early Childhood & Family Center,,57,28,3743345,2290199,0,0.0
24601,Mount Vernon School,Network 13,31,17,2044270,1218291,215,5666.48
25571,George B Swift Specialty Schoo,Network 2,80,47,5318599,3842840,512,7505.55
23351,Jesse Owens Elem Comm Academy,Network 13,60,28,3588087,2084751,323,6454.32
22131,Alice Barnard Comp-Math-Sci,Network 10,37,21,2680880,1867446,226,8263.06
32081,Ashburn Community Area School,Network 10,59,32,3947467,2550415,310,8227.15
23441,John Gregory School,Network 5,48,21,3102514,1717990,237,7248.9
25991,Joseph Brennemann School,Network 2,71,39,4027150,2574437,473,5442.78
25841,Eli Whitney School,Network 7,82,47,5539437,3975008,564,7047.88
70241,Alcott College Prep HS,Network 15,54,34,3817998,2695657,373,7226.9
23801,William G Hibbard School,Network 1,90,60,6215856,4895477,840,5827.97
24131,Wendell E Green School,Network 11,50,21,3310576,1895545,277,6843.13
24421,George B McClellan School,Network 6,65,29,3902098,2254072,285,7909.01
24621,John B Murphy School,Network 1,66,42,4616958,3502844,526,6659.43
32021,Lionel Hamptn Fin/Perf Art Sch,Network 10,60,35,4030253,2797363,417,6708.31
29131,Hawthorne Scholastic Academy,Network 4,61,34,4152945,2492907,646,3859.0
23241,Fort Dearborn School,Network 11,57,28,3535744,2362013,323,7312.73
23561,Bret Harte School,Network 9,37,22,2770893,1841638,314,5865.08
26431,Edward H White,Network 13,25,14,1588260,1004826,117,8588.24
25391,Theophilus Schmid School,Network 12,33,19,2211587,1529808,175,8741.76
22431,Burnham/Anthony Inclusive Acad,Network 13,67,34,3731729,2543933,370,6875.49
25751,James Ward School,Network 6,57,34,4084052,3150238,491,6415.94
31061,Ralph H Metcalfe Com Acad Sch,Network 13,48,25,3135445,1945511,319,6098.8
25111,Peter A Reinberg School,Network 1,99,63,7174089,5309497,750,7079.32
25931,Ludwig van Beethoven Elem,Network 9,38,20,1934436,1128117,303,3723.15
